  
       RFOIL         Version 3.00
  
 Calculated polar for: final_airfoil_33                
  
 1  Reynolds number fixed
  
 xtrf =      1.00000000 (suction)     1.00000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     16.00000000 e 6     Ncrit =      9.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.17000002E+02    -0.72627717E+00     0.11804990E+00     0.16000000E+02    -0.80996891E-02     0.46151116E+00     0.88666432E-01     0.11461438E+00      91     0.29399030E-01
-0.15000001E+02    -0.66358370E+00     0.99984117E-01     0.16000000E+02    -0.18905297E-01     0.43839461E+00     0.11465353E+00     0.96526742E-01      93     0.23535375E-01
-0.13000001E+02    -0.76146191E+00     0.65630466E-01     0.16000000E+02    -0.30714175E-01     0.42470047E+00     0.19938526E+00     0.62394273E-01      94     0.20955764E-01
-0.12000000E+02    -0.90315223E+00     0.41499488E-01     0.16000000E+02    -0.35068367E-01     0.42200878E+00     0.23501095E+00     0.38238991E-01      94     0.20955764E-01
-0.11000001E+02    -0.11683031E+01     0.82598729E-02     0.16000000E+02    -0.51459417E-01     0.42113182E+00     0.25395155E+00     0.44164844E-02      92     0.26343869E-01
-0.10000001E+02    -0.10378063E+01     0.69809975E-02     0.16000000E+02    -0.57830576E-01     0.40919363E+00     0.28097260E+00     0.31975289E-02      94     0.20955764E-01
-0.90000000E+01    -0.90606505E+00     0.65936679E-02     0.16000000E+02    -0.62690616E-01     0.39742994E+00     0.28860688E+00     0.27700055E-02      96     0.16417380E-01
-0.80000010E+01    -0.77356309E+00     0.62705190E-02     0.16000000E+02    -0.67457490E-01     0.38762566E+00     0.29694757E+00     0.24182661E-02      98     0.12607673E-01
-0.70000014E+01    -0.64055675E+00     0.60281125E-02     0.16000000E+02    -0.72104663E-01     0.37915844E+00     0.30437604E+00     0.21442636E-02     101     0.80421809E-02
-0.60000000E+01    -0.50756979E+00     0.58362689E-02     0.16000000E+02    -0.76580688E-01     0.36941490E+00     0.31162345E+00     0.19227434E-02     103     0.56525534E-02
-0.50000010E+01    -0.37442648E+00     0.57123909E-02     0.16000000E+02    -0.80895096E-01     0.36239734E+00     0.31664696E+00     0.17707529E-02     105     0.37197033E-02
-0.40000014E+01    -0.24136896E+00     0.56599267E-02     0.16000000E+02    -0.85054368E-01     0.35378852E+00     0.32023376E+00     0.16749375E-02     108     0.15946783E-02
-0.30000000E+01    -0.10835130E+00     0.56225751E-02     0.16000000E+02    -0.89098074E-01     0.34614345E+00     0.32417494E+00     0.15982757E-02     110     0.66509703E-03
