  
       RFOIL         Version 3.00
  
 Calculated polar for: final_airfoil_24                
  
 1  Reynolds number fixed
  
 xtrf =      1.00000000 (suction)     1.00000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     13.00000000 e 6     Ncrit =      9.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.24000000E+02    -0.12164195E+01     0.13720958E+00     0.13000000E+02    -0.10036479E-02     0.99958247E+00     0.36764499E-01     0.13528500E+00      86     0.72584324E-01
-0.22000000E+02    -0.11493686E+01     0.11827666E+00     0.13000000E+02    -0.18533548E-01     0.99925584E+00     0.39411586E-01     0.11621562E+00      87     0.66002280E-01
-0.19000002E+02    -0.10180048E+01     0.94453603E-01     0.13000000E+02    -0.37989404E-01     0.99846679E+00     0.43566901E-01     0.92259996E-01      90     0.48316721E-01
-0.18000000E+02    -0.95043719E+00     0.92242621E-01     0.13000000E+02    -0.45092080E-01     0.99782526E+00     0.44892594E-01     0.90026557E-01      91     0.43191917E-01
-0.17000002E+02    -0.90248948E+00     0.86231485E-01     0.13000000E+02    -0.51819615E-01     0.99644554E+00     0.47013469E-01     0.83981514E-01      92     0.38470823E-01
-0.16000002E+02    -0.85401034E+00     0.80371752E-01     0.13000000E+02    -0.55740524E-01     0.63142604E+00     0.48492547E-01     0.76970808E-01      93     0.34148980E-01
-0.15000001E+02    -0.80717146E+00     0.76069258E-01     0.13000000E+02    -0.58672797E-01     0.55033463E+00     0.50539140E-01     0.72433852E-01      94     0.30212879E-01
-0.14000001E+02    -0.75873262E+00     0.71828812E-01     0.13000000E+02    -0.61369661E-01     0.50666136E+00     0.52608501E-01     0.68061180E-01      95     0.26642174E-01
-0.13000001E+02    -0.70774573E+00     0.67213178E-01     0.13000000E+02    -0.63798413E-01     0.47788945E+00     0.54884613E-01     0.63345298E-01      96     0.23411853E-01
-0.12000000E+02    -0.65753883E+00     0.61790638E-01     0.13000000E+02    -0.66088282E-01     0.45584419E+00     0.57528079E-01     0.57850871E-01      97     0.20494994E-01
-0.11000001E+02    -0.61156291E+00     0.54777876E-01     0.13000000E+02    -0.68508141E-01     0.43938470E+00     0.60744148E-01     0.50766066E-01      98     0.17864272E-01
-0.10000001E+02    -0.56055039E+00     0.47783736E-01     0.13000000E+02    -0.70432596E-01     0.42289326E+00     0.63361093E-01     0.43712735E-01      99     0.15493419E-01
-0.90000000E+01    -0.51809001E+00     0.38868364E-01     0.13000000E+02    -0.72580837E-01     0.41063765E+00     0.66898666E-01     0.34735456E-01     100     0.13358073E-01
