  
       RFOIL         Version 3.00
  
 Calculated polar for: riso-p-20                       
  
 1  Reynolds number fixed
  
 xtrf =      1.00000000 (suction)     1.00000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     12.00000000 e 6     Ncrit =      9.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.21000000E+02    -0.11162267E+01     0.11934622E+00     0.12000000E+02     0.19659357E-01     0.61496681E+00     0.57515437E-02     0.11628480E+00      98     0.70347041E-01
-0.20000002E+02    -0.11071497E+01     0.10597274E+00     0.12000000E+02     0.94734132E-02     0.59899956E+00     0.59356801E-02     0.10273997E+00      99     0.63400522E-01
-0.19000002E+02    -0.11024362E+01     0.92102326E-01     0.12000000E+02    -0.96112504E-04     0.58760387E+00     0.60134302E-02     0.88694885E-01      99     0.63400522E-01
-0.18000000E+02    -0.11048963E+01     0.77746153E-01     0.12000000E+02    -0.88808499E-02     0.57663983E+00     0.60992977E-02     0.74145608E-01     100     0.56669276E-01
-0.17500000E+02    -0.10972453E+01     0.71485847E-01     0.12000000E+02    -0.13669639E-01     0.57118571E+00     0.64046546E-02     0.67801505E-01     100     0.56669276E-01
-0.17000002E+02    -0.11013920E+01     0.64367086E-01     0.12000000E+02    -0.17319571E-01     0.56736767E+00     0.66067600E-02     0.60588155E-01     100     0.56669276E-01
-0.16500000E+02    -0.11045789E+01     0.57636555E-01     0.12000000E+02    -0.20606840E-01     0.56323653E+00     0.68088500E-02     0.53761404E-01     100     0.56669276E-01
-0.16000002E+02    -0.11075999E+01     0.51197425E-01     0.12000000E+02    -0.23550676E-01     0.55811185E+00     0.70536099E-02     0.47231831E-01     101     0.50176557E-01
-0.15500001E+02    -0.11063465E+01     0.45650989E-01     0.12000000E+02    -0.25801480E-01     0.55431914E+00     0.71384162E-02     0.41599989E-01     101     0.50176557E-01
-0.15000001E+02    -0.11042339E+01     0.40556118E-01     0.12000000E+02    -0.27642153E-01     0.54987413E+00     0.73529240E-02     0.36425170E-01     101     0.50176557E-01
-0.14500000E+02    -0.10992110E+01     0.36101475E-01     0.12000000E+02    -0.28996458E-01     0.54628044E+00     0.74492940E-02     0.31900693E-01     101     0.50176557E-01
-0.14000001E+02    -0.10944813E+01     0.32022271E-01     0.12000000E+02    -0.29919241E-01     0.54164279E+00     0.76478296E-02     0.27745208E-01     101     0.50176557E-01
-0.13500001E+02    -0.10879656E+01     0.28449975E-01     0.12000000E+02    -0.30429989E-01     0.53773725E+00     0.77928090E-02     0.24109736E-01     102     0.43957427E-01
-0.13000001E+02    -0.10820612E+01     0.25147837E-01     0.12000000E+02    -0.30584047E-01     0.53340316E+00     0.79104891E-02     0.20738157E-01     102     0.43957427E-01
-0.12500001E+02    -0.10740474E+01     0.21902138E-01     0.12000000E+02    -0.31061130E-01     0.52987427E+00     0.82817310E-02     0.17428538E-01     102     0.43957427E-01
-0.12000000E+02    -0.10572206E+01     0.18975919E-01     0.12000000E+02    -0.32104548E-01     0.52562737E+00     0.87531712E-02     0.14453078E-01     103     0.38060326E-01
-0.11500001E+02    -0.10317571E+01     0.16291205E-01     0.12000000E+02    -0.34363713E-01     0.52091134E+00     0.92798527E-02     0.11717465E-01     103     0.38060326E-01
-0.11000001E+02    -0.97873938E+00     0.14206288E-01     0.12000000E+02    -0.39900020E-01     0.51773733E+00     0.95679788E-02     0.95952433E-02     103     0.38060326E-01
-0.10500001E+02    -0.92177320E+00     0.12866404E-01     0.12000000E+02    -0.47543023E-01     0.51380163E+00     0.10360791E-01     0.81487186E-02     104     0.32545574E-01
-0.10000001E+02    -0.85412520E+00     0.11571757E-01     0.12000000E+02    -0.53300630E-01     0.50945354E+00     0.11397527E-01     0.68228748E-02     105     0.27477657E-01
-0.95000010E+01    -0.78668261E+00     0.10599720E-01     0.12000000E+02    -0.57952147E-01     0.50594378E+00     0.12376147E-01     0.58251964E-02     105     0.27477657E-01
-0.90000000E+01    -0.72018564E+00     0.98218564E-02     0.12000000E+02    -0.61779056E-01     0.50137413E+00     0.13770520E-01     0.50163451E-02     106     0.22911370E-01
-0.85000019E+01    -0.65683806E+00     0.93228901E-02     0.12000000E+02    -0.64145111E-01     0.49795043E+00     0.15183046E-01     0.45236847E-02     106     0.22911370E-01
-0.80000010E+01    -0.59373981E+00     0.88941874E-02     0.12000000E+02    -0.66260919E-01     0.49462724E+00     0.17225090E-01     0.41005276E-02     107     0.18877100E-01
-0.75000005E+01    -0.53077042E+00     0.85270302E-02     0.12000000E+02    -0.68214990E-01     0.49017894E+00     0.19961935E-01     0.37375442E-02     107     0.18877100E-01
-0.70000014E+01    -0.46773410E+00     0.81762224E-02     0.12000000E+02    -0.70086598E-01     0.48733044E+00     0.23248240E-01     0.34076618E-02     108     0.15373413E-01
-0.65000010E+01    -0.40466869E+00     0.78589506E-02     0.12000000E+02    -0.71899533E-01     0.48413536E+00     0.28116342E-01     0.31109545E-02     109     0.12369795E-01
-0.60000000E+01    -0.34141850E+00     0.75406861E-02     0.12000000E+02    -0.73731355E-01     0.48006013E+00     0.36612820E-01     0.28292011E-02     109     0.12369795E-01
-0.55000014E+01    -0.27775449E+00     0.71752919E-02     0.12000000E+02    -0.75662099E-01     0.47729987E+00     0.55179302E-01     0.25379481E-02     110     0.98186629E-02
-0.50000010E+01    -0.20811535E+00     0.58214096E-02     0.12000000E+02    -0.80017649E-01     0.47372216E+00     0.19586153E+00     0.16914303E-02     111     0.76675126E-02
-0.45000000E+01    -0.14322849E+00     0.53827791E-02     0.12000000E+02    -0.82247064E-01     0.47031227E+00     0.24538733E+00     0.14152490E-02     112     0.58654468E-02
-0.40000014E+01    -0.79617962E-01     0.51743449E-02     0.12000000E+02    -0.83915412E-01     0.46767473E+00     0.26961014E+00     0.12785252E-02     113     0.43672062E-02
-0.35000007E+01    -0.16202178E-01     0.50169430E-02     0.12000000E+02    -0.85510612E-01     0.46429479E+00     0.29116476E+00     0.11726976E-02     113     0.43672062E-02
-0.30000000E+01     0.47068261E-01     0.48930207E-02     0.12000000E+02    -0.87040797E-01     0.46085504E+00     0.31092623E+00     0.10927634E-02     114     0.31356823E-02
-0.25000012E+01     0.11020448E+00     0.47865799E-02     0.12000000E+02    -0.88502452E-01     0.45805141E+00     0.32831928E+00     0.10282132E-02     115     0.21417728E-02
-0.20000007E+01     0.17296170E+00     0.47438773E-02     0.12000000E+02    -0.89838453E-01     0.45520067E+00     0.33754405E+00     0.99460408E-03     116     0.13617969E-02
-0.15000000E+01     0.23575528E+00     0.47012679E-02     0.12000000E+02    -0.91209598E-01     0.45131370E+00     0.34946391E+00     0.96737873E-03     117     0.77584892E-03
-0.10000012E+01     0.29852918E+00     0.46499688E-02     0.12000000E+02    -0.92553444E-01     0.44856736E+00     0.36066276E+00     0.94207050E-03     118     0.36715879E-03
-0.50000060E+00     0.36111256E+00     0.46407524E-02     0.12000000E+02    -0.93897715E-01     0.44040388E+00     0.37449926E+00     0.93487790E-03     119     0.11588028E-03
 0.00000000E+00     0.42365247E+00     0.46375385E-02     0.12000000E+02    -0.95236808E-01     0.43281728E+00     0.38830638E+00     0.93864766E-03     120     0.55241198E-05
 0.49999887E+00     0.48618141E+00     0.46234406E-02     0.12000000E+02    -0.96576653E-01     0.42611101E+00     0.40448794E+00     0.94463909E-03     121     0.41040363E-04
 0.99999946E+00     0.54861903E+00     0.46174945E-02     0.12000000E+02    -0.97895630E-01     0.42060629E+00     0.41913199E+00     0.96204737E-03     122     0.25718447E-03
