  
       RFOIL         Version 3.00
  
 Calculated polar for: riso-p-23                       
  
 1  Reynolds number fixed
  
 xtrf =      1.00000000 (suction)     1.00000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     13.00000000 e 6     Ncrit =      9.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.18500002E+02    -0.93072933E+00     0.10614395E+00     0.13000000E+02    -0.68777241E-02     0.62609458E+00     0.73572616E-02     0.10272615E+00      98     0.51146220E-01
-0.17500000E+02    -0.92256933E+00     0.92582420E-01     0.13000000E+02    -0.15515197E-01     0.60710770E+00     0.78760665E-02     0.88992074E-01      98     0.51146220E-01
-0.17000002E+02    -0.89916414E+00     0.89432552E-01     0.13000000E+02    -0.20178027E-01     0.59581202E+00     0.81442464E-02     0.85791536E-01      99     0.44726714E-01
-0.16500000E+02    -0.89945042E+00     0.83732784E-01     0.13000000E+02    -0.23768565E-01     0.58922023E+00     0.83378404E-02     0.79997770E-01      99     0.44726714E-01
-0.16000002E+02    -0.89525205E+00     0.78588828E-01     0.13000000E+02    -0.26962727E-01     0.58127922E+00     0.84431134E-02     0.74764840E-01      99     0.44726714E-01
-0.15500001E+02    -0.89156985E+00     0.73244303E-01     0.13000000E+02    -0.29997349E-01     0.57474035E+00     0.90290410E-02     0.69336377E-01      99     0.44726714E-01
-0.15000001E+02    -0.88774157E+00     0.67636184E-01     0.13000000E+02    -0.32886699E-01     0.56926632E+00     0.94111534E-02     0.63651010E-01     100     0.38694371E-01
-0.14500000E+02    -0.88283151E+00     0.61942309E-01     0.13000000E+02    -0.35508718E-01     0.56356633E+00     0.99258553E-02     0.57883583E-01     100     0.38694371E-01
-0.14000001E+02    -0.87173468E+00     0.56977801E-01     0.13000000E+02    -0.37542921E-01     0.55823439E+00     0.10295296E-01     0.52859008E-01     100     0.38694371E-01
-0.13500001E+02    -0.86046791E+00     0.51855505E-01     0.13000000E+02    -0.39512396E-01     0.55168223E+00     0.10689568E-01     0.47668882E-01     100     0.38694371E-01
-0.13000001E+02    -0.84733349E+00     0.47010262E-01     0.13000000E+02    -0.41127626E-01     0.54621273E+00     0.11364494E-01     0.42763669E-01     101     0.33107746E-01
-0.12500001E+02    -0.83419883E+00     0.42267591E-01     0.13000000E+02    -0.42531680E-01     0.54069012E+00     0.12177577E-01     0.37972253E-01     101     0.33107746E-01
-0.12000000E+02    -0.81894183E+00     0.37785199E-01     0.13000000E+02    -0.43707013E-01     0.53557348E+00     0.12954820E-01     0.33441238E-01     101     0.33107746E-01
-0.11500001E+02    -0.80126029E+00     0.33593874E-01     0.13000000E+02    -0.44701897E-01     0.52996236E+00     0.13685736E-01     0.29202409E-01     102     0.28019428E-01
-0.11000001E+02    -0.78399765E+00     0.29505517E-01     0.13000000E+02    -0.45439247E-01     0.52655745E+00     0.15286404E-01     0.25086788E-01     102     0.28019428E-01
-0.10500001E+02    -0.76711959E+00     0.25685489E-01     0.13000000E+02    -0.45992255E-01     0.52115959E+00     0.16703244E-01     0.21224104E-01     102     0.28019428E-01
-0.10000001E+02    -0.74801528E+00     0.23183370E-01     0.13000000E+02    -0.46396691E-01     0.51654518E+00     0.18496916E-01     0.18696034E-01     103     0.23464572E-01
-0.95000010E+01    -0.73168647E+00     0.20709416E-01     0.13000000E+02    -0.46565115E-01     0.51088595E+00     0.19868495E-01     0.16183037E-01     103     0.23464572E-01
-0.90000000E+01    -0.71456033E+00     0.18304566E-01     0.13000000E+02    -0.46738360E-01     0.50775021E+00     0.22841310E-01     0.13758225E-01     104     0.19451663E-01
-0.85000019E+01    -0.69349533E+00     0.16084144E-01     0.13000000E+02    -0.47405198E-01     0.50285894E+00     0.26885739E-01     0.11512544E-01     104     0.19451663E-01
-0.80000010E+01    -0.63831317E+00     0.13990585E-01     0.13000000E+02    -0.53886253E-01     0.49844810E+00     0.37845846E-01     0.94417892E-02     104     0.19451663E-01
-0.75000005E+01    -0.46966830E+00     0.85906144E-02     0.13000000E+02    -0.98884195E-01     0.49219573E+00     0.21365212E+00     0.45903563E-02     106     0.12957933E-01
-0.70000014E+01    -0.39607206E+00     0.81105465E-02     0.13000000E+02    -0.10364862E+00     0.48738119E+00     0.23734668E+00     0.41838940E-02     106     0.12957933E-01
-0.65000010E+01    -0.32685032E+00     0.78661218E-02     0.13000000E+02    -0.10705496E+00     0.48292807E+00     0.25146174E+00     0.39640032E-02     107     0.10389589E-01
-0.60000000E+01    -0.25880742E+00     0.76878103E-02     0.13000000E+02    -0.11007682E+00     0.47819516E+00     0.26271403E+00     0.38060264E-02     108     0.82058655E-02
-0.55000014E+01    -0.19053715E+00     0.75208447E-02     0.13000000E+02    -0.11315267E+00     0.47415742E+00     0.27918455E+00     0.36719982E-02     109     0.63598542E-02
-0.50000010E+01    -0.12442334E+00     0.74486183E-02     0.13000000E+02    -0.11557425E+00     0.46935928E+00     0.28433350E+00     0.35939252E-02     110     0.48105102E-02
-0.45000000E+01    -0.58392357E-01     0.73876623E-02     0.13000000E+02    -0.11795855E+00     0.46565560E+00     0.29100388E+00     0.35335955E-02     111     0.35236336E-02
-0.40000014E+01     0.71616247E-02     0.73547955E-02     0.13000000E+02    -0.12020225E+00     0.46132395E+00     0.29640856E+00     0.34891162E-02     112     0.24713613E-02
-0.35000007E+01     0.72983555E-01     0.73165419E-02     0.13000000E+02    -0.12250536E+00     0.45733741E+00     0.30300328E+00     0.34596389E-02     112     0.24713613E-02
-0.30000000E+01     0.13861085E+00     0.72995424E-02     0.13000000E+02    -0.12475903E+00     0.45285377E+00     0.31088623E+00     0.34421261E-02     114     0.98378817E-03
-0.25000012E+01     0.20392726E+00     0.72934153E-02     0.13000000E+02    -0.12690577E+00     0.44908676E+00     0.31788915E+00     0.34423105E-02     114     0.98378817E-03
-0.20000007E+01     0.26937228E+00     0.72966381E-02     0.13000000E+02    -0.12909284E+00     0.44494471E+00     0.32686022E+00     0.34551297E-02     116     0.20334902E-03
-0.15000000E+01     0.33457381E+00     0.73157148E-02     0.13000000E+02    -0.13121045E+00     0.44028464E+00     0.33505902E+00     0.34798812E-02     117     0.36281552E-04
-0.10000012E+01     0.39973930E+00     0.73401202E-02     0.13000000E+02    -0.13330342E+00     0.43695107E+00     0.34417763E+00     0.35230683E-02     118     0.51631068E-05
-0.50000060E+00     0.46478158E+00     0.73860469E-02     0.13000000E+02    -0.13538264E+00     0.43167359E+00     0.35561645E+00     0.35780515E-02     119     0.12268656E-03
 0.00000000E+00     0.52970171E+00     0.74358853E-02     0.13000000E+02    -0.13740602E+00     0.42766848E+00     0.36633614E+00     0.36510681E-02     120     0.42119957E-03
 0.49999887E+00     0.59466457E+00     0.75057866E-02     0.13000000E+02    -0.13946018E+00     0.42318159E+00     0.37989002E+00     0.37423214E-02     121     0.90850441E-03
 0.99999946E+00     0.65918589E+00     0.75871618E-02     0.13000000E+02    -0.14139426E+00     0.41656291E+00     0.39162588E+00     0.38375456E-02     122     0.15922956E-02
 0.14999983E+01     0.72359240E+00     0.76822611E-02     0.13000000E+02    -0.14330727E+00     0.41059190E+00     0.40590531E+00     0.39478922E-02     123     0.24821942E-02
 0.19999989E+01     0.78767949E+00     0.77874716E-02     0.13000000E+02    -0.14514345E+00     0.40358981E+00     0.41800475E+00     0.40616309E-02     124     0.35903589E-02
 0.24999995E+01     0.85168558E+00     0.79013566E-02     0.13000000E+02    -0.14695506E+00     0.39676669E+00     0.43140766E+00     0.41928855E-02     125     0.49346890E-02
 0.29999983E+01     0.91515249E+00     0.80194762E-02     0.13000000E+02    -0.14864177E+00     0.38901007E+00     0.44182670E+00     0.43111816E-02     126     0.65407208E-02
 0.34999990E+01     0.97841632E+00     0.81462618E-02     0.13000000E+02    -0.15028653E+00     0.38177168E+00     0.45310831E+00     0.44388240E-02     126     0.65407208E-02
 0.39999995E+01     0.10412318E+01     0.82806945E-02     0.13000000E+02    -0.15183941E+00     0.37190431E+00     0.46168417E+00     0.45608613E-02     127     0.84436694E-02
 0.44999986E+01     0.11037141E+01     0.84300265E-02     0.13000000E+02    -0.15333618E+00     0.36000127E+00     0.47086337E+00     0.46914006E-02     128     0.10690024E-01
 0.49999990E+01     0.11614990E+01     0.89229699E-02     0.13000000E+02    -0.15426524E+00     0.28903791E+00     0.47896409E+00     0.48560812E-02     129     0.13339117E-01
 0.54999995E+01     0.12176237E+01     0.96732657E-02     0.13000000E+02    -0.15490741E+00     0.22029001E+00     0.48618731E+00     0.52752183E-02     129     0.13339117E-01
 0.60000000E+01     0.12747772E+01     0.10295944E-01     0.13000000E+02    -0.15559976E+00     0.17900628E+00     0.49155846E+00     0.56994776E-02     130     0.16461488E-01
 0.65000010E+01     0.13306887E+01     0.10998837E-01     0.13000000E+02    -0.15607691E+00     0.14058039E+00     0.49783576E+00     0.62148315E-02     131     0.20134063E-01
 0.69999981E+01     0.13855090E+01     0.11728752E-01     0.13000000E+02    -0.15632908E+00     0.10787570E+00     0.50308752E+00     0.67746541E-02     131     0.20134063E-01
 0.74999986E+01     0.14371614E+01     0.12675039E-01     0.13000000E+02    -0.15607765E+00     0.70229508E-01     0.50861675E+00     0.75247120E-02     132     0.24427481E-01
 0.79999990E+01     0.14887855E+01     0.13507831E-01     0.13000000E+02    -0.15575010E+00     0.48244372E-01     0.51402402E+00     0.82346685E-02     132     0.24427481E-01
 0.85000000E+01     0.15396843E+01     0.14311307E-01     0.13000000E+02    -0.15528390E+00     0.34570426E-01     0.51873118E+00     0.89602619E-02     133     0.29385947E-01
 0.90000000E+01     0.15902700E+01     0.15044007E-01     0.13000000E+02    -0.15472566E+00     0.27589714E-01     0.52330327E+00     0.96486649E-02     133     0.29385947E-01
 0.94999971E+01     0.16389068E+01     0.15824536E-01     0.13000000E+02    -0.15383898E+00     0.23259798E-01     0.52772164E+00     0.10406913E-01     134     0.35005301E-01
 0.99999981E+01     0.16835113E+01     0.16717449E-01     0.13000000E+02    -0.15222365E+00     0.20344304E-01     0.53133625E+00     0.11280075E-01     134     0.35005301E-01
 0.10499999E+02     0.17237211E+01     0.17764274E-01     0.13000000E+02    -0.14986446E+00     0.17880801E-01     0.53579134E+00     0.12323944E-01     135     0.41224893E-01
 0.10999999E+02     0.17571410E+01     0.19107943E-01     0.13000000E+02    -0.14639536E+00     0.16084583E-01     0.53927565E+00     0.13673825E-01     135     0.41224893E-01
 0.11500000E+02     0.17680676E+01     0.21563502E-01     0.13000000E+02    -0.13928701E+00     0.15211030E-01     0.54205132E+00     0.16174551E-01     135     0.41224893E-01
