  
       RFOIL         Version 3.00
  
 Calculated polar for: s832                            
  
 1  Reynolds number fixed
  
 xtrf =      0.05000000 (suction)     0.05000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     10.00000000 e 6     Ncrit =      3.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.95000010E+01    -0.45863107E+00     0.14127822E-01     0.10000000E+02    -0.11258070E+00     0.50000001E-01     0.16488441E-02     0.93302112E-02     110     0.31667773E-01
-0.90000000E+01    -0.41079104E+00     0.12344416E-01     0.10000000E+02    -0.11240214E+00     0.50000001E-01     0.16566019E-02     0.72498210E-02     111     0.25957406E-01
-0.85000019E+01    -0.36000183E+00     0.11119957E-01     0.10000000E+02    -0.11243521E+00     0.50000001E-01     0.16712045E-02     0.57834033E-02     111     0.25957406E-01
-0.80000010E+01    -0.30773485E+00     0.10175697E-01     0.10000000E+02    -0.11256044E+00     0.50000001E-01     0.17155999E-02     0.46143001E-02     112     0.20945221E-01
-0.65000010E+01    -0.14315154E+00     0.90076346E-02     0.10000000E+02    -0.11389474E+00     0.50000001E-01     0.25768774E-02     0.31583379E-02     113     0.16658988E-01
-0.60000000E+01    -0.87419704E-01     0.88303946E-02     0.10000000E+02    -0.11448344E+00     0.50000001E-01     0.28254634E-02     0.29314221E-02     114     0.13063887E-01
-0.55000014E+01    -0.31595044E-01     0.86943787E-02     0.10000000E+02    -0.11508750E+00     0.50000001E-01     0.30164823E-02     0.27502454E-02     114     0.13063887E-01
-0.50000010E+01     0.24186097E-01     0.85565550E-02     0.10000000E+02    -0.11567513E+00     0.50000001E-01     0.35284692E-02     0.25654803E-02     115     0.10086123E-01
-0.45000000E+01     0.79999954E-01     0.84594283E-02     0.10000000E+02    -0.11627626E+00     0.50000001E-01     0.38798337E-02     0.24306769E-02     115     0.10086123E-01
-0.40000014E+01     0.13578311E+00     0.83933380E-02     0.10000000E+02    -0.11687660E+00     0.50000001E-01     0.43595559E-02     0.23283381E-02     116     0.76393974E-02
-0.35000007E+01     0.19143857E+00     0.83524669E-02     0.10000000E+02    -0.11745490E+00     0.50000001E-01     0.49530980E-02     0.22514015E-02     117     0.56430125E-02
-0.30000000E+01     0.24682319E+00     0.83284443E-02     0.10000000E+02    -0.11798700E+00     0.50000001E-01     0.56788940E-02     0.22002971E-02     117     0.56430125E-02
-0.25000012E+01     0.30206734E+00     0.83264485E-02     0.10000000E+02    -0.11850549E+00     0.50000001E-01     0.71146069E-02     0.21725940E-02     118     0.40295422E-02
-0.20000007E+01     0.35728854E+00     0.83461711E-02     0.10000000E+02    -0.11903784E+00     0.50000001E-01     0.85583655E-02     0.21710051E-02     119     0.27453746E-02
-0.15000000E+01     0.41207603E+00     0.83844811E-02     0.10000000E+02    -0.11949251E+00     0.50000001E-01     0.10620968E-01     0.21916633E-02     119     0.27453746E-02
-0.10000012E+01     0.46654865E+00     0.84382482E-02     0.10000000E+02    -0.11990642E+00     0.50000001E-01     0.14460117E-01     0.22322573E-02     120     0.17493740E-02
-0.50000060E+00     0.52056944E+00     0.85092969E-02     0.10000000E+02    -0.12024548E+00     0.50000001E-01     0.19400382E-01     0.22970028E-02     121     0.10067268E-02
 0.00000000E+00     0.57420331E+00     0.85962964E-02     0.10000000E+02    -0.12053236E+00     0.50000001E-01     0.27117927E-01     0.23826836E-02     122     0.49107004E-03
 0.49999887E+00     0.62716597E+00     0.87042861E-02     0.10000000E+02    -0.12070055E+00     0.50000001E-01     0.35190105E-01     0.24917717E-02     122     0.49107004E-03
 0.99999946E+00     0.67947608E+00     0.88294921E-02     0.10000000E+02    -0.12076447E+00     0.50000001E-01     0.44921823E-01     0.26211697E-02     123     0.17448145E-03
 0.14999983E+01     0.73090512E+00     0.89834798E-02     0.10000000E+02    -0.12066967E+00     0.50000001E-01     0.50000001E-01     0.27682125E-02     124     0.10828560E-04
 0.19999989E+01     0.78110987E+00     0.91605932E-02     0.10000000E+02    -0.12035112E+00     0.50000001E-01     0.50000001E-01     0.29343092E-02     124     0.10828560E-04
 0.24999995E+01     0.82261455E+00     0.93181450E-02     0.10000000E+02    -0.11816459E+00     0.50000001E-01     0.50000001E-01     0.30897073E-02     125     0.78617908E-04
 0.29999983E+01     0.86774838E+00     0.95585119E-02     0.10000000E+02    -0.11692025E+00     0.50000001E-01     0.50000001E-01     0.33297776E-02     125     0.78617908E-04
 0.34999990E+01     0.91450197E+00     0.98646414E-02     0.10000000E+02    -0.11614040E+00     0.50000001E-01     0.50000001E-01     0.36401274E-02     126     0.62997581E-03
 0.39999995E+01     0.95965195E+00     0.10208805E-01     0.10000000E+02    -0.11513072E+00     0.50000001E-01     0.50000001E-01     0.39941049E-02     127     0.16328834E-02
 0.44999986E+01     0.10028822E+01     0.10603992E-01     0.10000000E+02    -0.11384365E+00     0.50000001E-01     0.50000001E-01     0.44023641E-02     127     0.16328834E-02
 0.49999990E+01     0.10448638E+01     0.11054326E-01     0.10000000E+02    -0.11242554E+00     0.50000001E-01     0.50000001E-01     0.48720534E-02     128     0.29730098E-02
 0.54999995E+01     0.10851523E+01     0.11579351E-01     0.10000000E+02    -0.11081702E+00     0.50000001E-01     0.50000001E-01     0.54195188E-02     128     0.29730098E-02
 0.60000000E+01     0.11137766E+01     0.12596261E-01     0.10000000E+02    -0.10743534E+00     0.30535398E-01     0.50000001E-01     0.63875401E-02     129     0.45976015E-02
 0.65000010E+01     0.11442688E+01     0.13611932E-01     0.10000000E+02    -0.10457279E+00     0.21195009E-01     0.50000001E-01     0.73894854E-02     129     0.45976015E-02
 0.69999981E+01     0.11736033E+01     0.14743329E-01     0.10000000E+02    -0.10172823E+00     0.14540035E-01     0.50000001E-01     0.85240966E-02     130     0.65003028E-02
 0.74999986E+01     0.12038174E+01     0.15891477E-01     0.10000000E+02    -0.99189490E-01     0.12334994E-01     0.50000001E-01     0.96951071E-02     130     0.65003028E-02
 0.79999990E+01     0.12303213E+01     0.17273020E-01     0.10000000E+02    -0.96298113E-01     0.87837111E-02     0.50000001E-01     0.11096237E-01     131     0.87042972E-02
 0.90000000E+01     0.12682760E+01     0.20906931E-01     0.10000000E+02    -0.89024514E-01     0.17056012E-03     0.50000001E-01     0.14793284E-01     132     0.11255939E-01
 0.94999971E+01     0.12892253E+01     0.22649316E-01     0.10000000E+02    -0.85927591E-01     0.14397346E-03     0.50000001E-01     0.16583350E-01     132     0.11255939E-01
 0.99999981E+01     0.13074287E+01     0.24540318E-01     0.10000000E+02    -0.82650244E-01     0.12383907E-03     0.50000001E-01     0.18528886E-01     133     0.14224532E-01
 0.10499999E+02     0.13249882E+01     0.26495969E-01     0.10000000E+02    -0.79469196E-01     0.10959458E-03     0.50000001E-01     0.20539816E-01     133     0.14224532E-01
 0.10999999E+02     0.13401990E+01     0.28617270E-01     0.10000000E+02    -0.76212205E-01     0.94103147E-04     0.50000001E-01     0.22722682E-01     134     0.17704362E-01
 0.12000000E+02     0.13647368E+01     0.33470374E-01     0.10000000E+02    -0.69707260E-01     0.17994982E-04     0.50000001E-01     0.27748622E-01     134     0.17704362E-01
 0.12499997E+02     0.13760369E+01     0.36105584E-01     0.10000000E+02    -0.66749088E-01     0.16053371E-04     0.50000001E-01     0.30471975E-01     135     0.21814318E-01
 0.12999998E+02     0.13860745E+01     0.38912680E-01     0.10000000E+02    -0.63904241E-01     0.14439632E-04     0.50000001E-01     0.33376567E-01     135     0.21814318E-01
 0.13499999E+02     0.13961957E+01     0.41838281E-01     0.10000000E+02    -0.61356731E-01     0.13984875E-04     0.50000001E-01     0.36395717E-01     135     0.21814318E-01
 0.13999999E+02     0.14031692E+01     0.45113981E-01     0.10000000E+02    -0.58833625E-01     0.13207919E-04     0.50000001E-01     0.39781131E-01     136     0.26689416E-01
 0.14500000E+02     0.14112501E+01     0.48419777E-01     0.10000000E+02    -0.56682169E-01     0.12925601E-04     0.50000001E-01     0.43190934E-01     136     0.26689416E-01
 0.15000001E+02     0.14156191E+01     0.52181281E-01     0.10000000E+02    -0.54616246E-01     0.12619042E-04     0.50000001E-01     0.47065999E-01     136     0.26689416E-01
 0.15499998E+02     0.14195682E+01     0.56095608E-01     0.10000000E+02    -0.52827395E-01     0.12381302E-04     0.50000001E-01     0.51102400E-01     137     0.32462772E-01
 0.15999998E+02     0.14192262E+01     0.60580738E-01     0.10000000E+02    -0.51269095E-01     0.12126357E-04     0.50000001E-01     0.55719320E-01     137     0.32462772E-01
 0.16499998E+02     0.14234163E+01     0.64814508E-01     0.10000000E+02    -0.50315749E-01     0.12153337E-04     0.50000001E-01     0.60063783E-01     137     0.32462772E-01
 0.17000000E+02     0.14193813E+01     0.70038863E-01     0.10000000E+02    -0.49598366E-01     0.11872975E-04     0.50000001E-01     0.65434664E-01     137     0.32462772E-01
 0.17500000E+02     0.14150354E+01     0.75616688E-01     0.10000000E+02    -0.49665932E-01     0.11714612E-04     0.50000001E-01     0.71160570E-01     138     0.39218143E-01
 0.18000000E+02     0.14107746E+01     0.81284322E-01     0.10000000E+02    -0.50258264E-01     0.11655568E-04     0.50000001E-01     0.76967314E-01     138     0.39218143E-01
 0.18499998E+02     0.14062997E+01     0.87367959E-01     0.10000000E+02    -0.51837899E-01     0.11594569E-04     0.50000001E-01     0.83193779E-01     138     0.39218143E-01
 0.18999998E+02     0.13975813E+01     0.94080739E-01     0.10000000E+02    -0.54187637E-01     0.11542954E-04     0.50000001E-01     0.90060383E-01     138     0.39218143E-01
