  
       RFOIL         Version 3.00
  
 Calculated polar for: riso-a-15                       
  
 1  Reynolds number fixed
  
 xtrf =      0.05000000 (suction)     0.05000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     10.00000000 e 6     Ncrit =      3.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.19000002E+02    -0.16181984E+01     0.33260297E-01     0.10000000E+02    -0.54932922E-01     0.56007200E+00     0.35453639E-02     0.29756537E-01     100     0.91595381E-01
-0.18500002E+02    -0.16400905E+01     0.28313512E-01     0.10000000E+02    -0.50635394E-01     0.55438411E+00     0.35595279E-02     0.24620682E-01     100     0.91595381E-01
-0.18000000E+02    -0.16344948E+01     0.25816862E-01     0.10000000E+02    -0.45072019E-01     0.55055708E+00     0.35973452E-02     0.21995187E-01     101     0.84148958E-01
-0.17500000E+02    -0.16050017E+01     0.23871943E-01     0.10000000E+02    -0.42479817E-01     0.54655463E+00     0.36540285E-02     0.19941762E-01     101     0.84148958E-01
-0.17000002E+02    -0.15683463E+01     0.22237176E-01     0.10000000E+02    -0.40513154E-01     0.54231238E+00     0.37156967E-02     0.18204717E-01     102     0.76851621E-01
-0.16500000E+02    -0.15272204E+01     0.20811222E-01     0.10000000E+02    -0.38940534E-01     0.53609133E+00     0.37901409E-02     0.16685471E-01     102     0.76851621E-01
-0.16000002E+02    -0.14828972E+01     0.19541239E-01     0.10000000E+02    -0.37661158E-01     0.52981389E+00     0.38656108E-02     0.15326202E-01     102     0.76851621E-01
-0.15500001E+02    -0.14361484E+01     0.18394047E-01     0.10000000E+02    -0.36603626E-01     0.52604443E+00     0.39538406E-02     0.14101138E-01     103     0.69709428E-01
-0.15000001E+02    -0.13874938E+01     0.17346350E-01     0.10000000E+02    -0.35734795E-01     0.52213210E+00     0.40562544E-02     0.12980570E-01     103     0.69709428E-01
-0.14500000E+02    -0.13372304E+01     0.16391160E-01     0.10000000E+02    -0.35031699E-01     0.51658010E+00     0.41551073E-02     0.11954900E-01     104     0.62732510E-01
-0.14000001E+02    -0.12856035E+01     0.15518541E-01     0.10000000E+02    -0.34470581E-01     0.51278788E+00     0.42581162E-02     0.11019127E-01     104     0.62732510E-01
-0.13500001E+02    -0.12328174E+01     0.14717843E-01     0.10000000E+02    -0.34034546E-01     0.50730741E+00     0.43897168E-02     0.10157309E-01     105     0.55937834E-01
-0.13000001E+02    -0.11789782E+01     0.13994526E-01     0.10000000E+02    -0.33715121E-01     0.50363290E+00     0.45204619E-02     0.93792668E-02     105     0.55937834E-01
-0.12500001E+02    -0.11215178E+01     0.13946366E-01     0.10000000E+02    -0.34502994E-01     0.50000001E-01     0.46652420E-02     0.86155459E-02     106     0.49352959E-01
-0.12000000E+02    -0.10660604E+01     0.13373745E-01     0.10000000E+02    -0.34395609E-01     0.50000001E-01     0.48366049E-02     0.79791099E-02     106     0.49352959E-01
-0.11500001E+02    -0.10099335E+01     0.12855670E-01     0.10000000E+02    -0.34374438E-01     0.50000001E-01     0.49968059E-02     0.73955972E-02     107     0.43019880E-01
-0.11000001E+02    -0.95338100E+00     0.12349417E-01     0.10000000E+02    -0.34419511E-01     0.50000001E-01     0.53635580E-02     0.68313079E-02     107     0.43019880E-01
-0.10500001E+02    -0.89625102E+00     0.11898361E-01     0.10000000E+02    -0.34537435E-01     0.50000001E-01     0.55738343E-02     0.63240258E-02     108     0.36999028E-01
-0.10000001E+02    -0.83868182E+00     0.11485085E-01     0.10000000E+02    -0.34725524E-01     0.50000001E-01     0.57775844E-02     0.58586667E-02     108     0.36999028E-01
-0.95000010E+01    -0.78070968E+00     0.11106923E-01     0.10000000E+02    -0.34974348E-01     0.50000001E-01     0.60687554E-02     0.54306071E-02     109     0.31367674E-01
-0.90000000E+01    -0.72235441E+00     0.10775873E-01     0.10000000E+02    -0.35285935E-01     0.50000001E-01     0.63894494E-02     0.50529470E-02     109     0.31367674E-01
-0.85000019E+01    -0.66365826E+00     0.10482552E-01     0.10000000E+02    -0.35649560E-01     0.50000001E-01     0.66959490E-02     0.47107069E-02     110     0.26210370E-01
-0.80000010E+01    -0.60471380E+00     0.10210345E-01     0.10000000E+02    -0.36061231E-01     0.50000001E-01     0.70789563E-02     0.43964633E-02     110     0.26210370E-01
-0.75000005E+01    -0.54555064E+00     0.99601727E-02     0.10000000E+02    -0.36522407E-01     0.50000001E-01     0.74887909E-02     0.41072373E-02     111     0.21598428E-01
-0.70000014E+01    -0.48618841E+00     0.97284298E-02     0.10000000E+02    -0.37027285E-01     0.50000001E-01     0.82832174E-02     0.38427436E-02     111     0.21598428E-01
-0.65000010E+01    -0.42658317E+00     0.95445132E-02     0.10000000E+02    -0.37575975E-01     0.50000001E-01     0.88183945E-02     0.36205444E-02     112     0.17568860E-01
-0.60000000E+01    -0.36684906E+00     0.93723172E-02     0.10000000E+02    -0.38163807E-01     0.50000001E-01     0.95151505E-02     0.34187254E-02     112     0.17568860E-01
-0.55000014E+01    -0.30696991E+00     0.92268800E-02     0.10000000E+02    -0.38790487E-01     0.50000001E-01     0.10343183E-01     0.32446240E-02     113     0.14114755E-01
-0.50000010E+01    -0.24696971E+00     0.91013238E-02     0.10000000E+02    -0.39453119E-01     0.50000001E-01     0.11600504E-01     0.30924422E-02     114     0.11193853E-01
-0.45000000E+01    -0.18685921E+00     0.89987777E-02     0.10000000E+02    -0.40150348E-01     0.50000001E-01     0.12740980E-01     0.29678470E-02     114     0.11193853E-01
-0.40000014E+01    -0.12668571E+00     0.89232307E-02     0.10000000E+02    -0.40879708E-01     0.50000001E-01     0.14043422E-01     0.28679254E-02     115     0.87451590E-02
-0.35000007E+01    -0.66475898E-01     0.88569401E-02     0.10000000E+02    -0.41638527E-01     0.50000001E-01     0.16058939E-01     0.27863937E-02     116     0.67048795E-02
-0.30000000E+01    -0.62015280E-02     0.88154292E-02     0.10000000E+02    -0.42426385E-01     0.50000001E-01     0.17974751E-01     0.27290368E-02     116     0.67048795E-02
-0.25000012E+01     0.54091990E-01     0.87905824E-02     0.10000000E+02    -0.43241560E-01     0.50000001E-01     0.20845102E-01     0.26914240E-02     117     0.50157662E-02
-0.20000007E+01     0.11439091E+00     0.87824510E-02     0.10000000E+02    -0.44082657E-01     0.50000001E-01     0.24409840E-01     0.26742071E-02     118     0.36301017E-02
-0.15000000E+01     0.17467383E+00     0.87932488E-02     0.10000000E+02    -0.44947661E-01     0.50000001E-01     0.28286817E-01     0.26779412E-02     119     0.25103886E-02
-0.10000012E+01     0.23493582E+00     0.88231061E-02     0.10000000E+02    -0.45835715E-01     0.50000001E-01     0.32144066E-01     0.27036667E-02     119     0.25103886E-02
-0.50000060E+00     0.29516283E+00     0.88669462E-02     0.10000000E+02    -0.46743743E-01     0.50000001E-01     0.37739806E-01     0.27464125E-02     120     0.16273017E-02
 0.00000000E+00     0.35532910E+00     0.89266235E-02     0.10000000E+02    -0.47671583E-01     0.50000001E-01     0.44592895E-01     0.28081192E-02     121     0.95658540E-03
 0.49999887E+00     0.41541946E+00     0.90091974E-02     0.10000000E+02    -0.48614476E-01     0.50000001E-01     0.50000001E-01     0.28885556E-02     122     0.47945679E-03
 0.99999946E+00     0.47541681E+00     0.91216331E-02     0.10000000E+02    -0.49567450E-01     0.50000001E-01     0.50000001E-01     0.29860418E-02     123     0.17586845E-03
 0.14999983E+01     0.53530264E+00     0.92472890E-02     0.10000000E+02    -0.50534520E-01     0.50000001E-01     0.50000001E-01     0.30997074E-02     124     0.20575684E-04
 0.19999989E+01     0.59506500E+00     0.93861111E-02     0.10000000E+02    -0.51514141E-01     0.50000001E-01     0.50000001E-01     0.32295231E-02     125     0.22284938E-04
 0.24999995E+01     0.65468180E+00     0.95388256E-02     0.10000000E+02    -0.52502781E-01     0.50000001E-01     0.50000001E-01     0.33761542E-02     126     0.23404282E-03
 0.29999983E+01     0.71413523E+00     0.97056376E-02     0.10000000E+02    -0.53500012E-01     0.50000001E-01     0.50000001E-01     0.35391306E-02     126     0.23404282E-03
 0.34999990E+01     0.77341139E+00     0.98870229E-02     0.10000000E+02    -0.54502361E-01     0.50000001E-01     0.50000001E-01     0.37198649E-02     127     0.70237665E-03
 0.39999995E+01     0.83248729E+00     0.10083804E-01     0.10000000E+02    -0.55505674E-01     0.50000001E-01     0.50000001E-01     0.39187600E-02     128     0.14150569E-02
 0.44999986E+01     0.89133281E+00     0.10296495E-01     0.10000000E+02    -0.56509599E-01     0.50000001E-01     0.50000001E-01     0.41363277E-02     129     0.23674278E-02
 0.49999990E+01     0.94993627E+00     0.10526181E-01     0.10000000E+02    -0.57508308E-01     0.50000001E-01     0.50000001E-01     0.43737432E-02     130     0.35536182E-02
 0.54999995E+01     0.10082572E+01     0.10773723E-01     0.10000000E+02    -0.58498532E-01     0.50000001E-01     0.50000001E-01     0.46305857E-02     130     0.35536182E-02
 0.60000000E+01     0.10662678E+01     0.11040270E-01     0.10000000E+02    -0.59475914E-01     0.50000001E-01     0.50000001E-01     0.49102767E-02     131     0.49741361E-02
 0.65000010E+01     0.11239336E+01     0.11327023E-01     0.10000000E+02    -0.60434677E-01     0.50000001E-01     0.50000001E-01     0.52129519E-02     132     0.66368952E-02
 0.69999981E+01     0.11812053E+01     0.11635832E-01     0.10000000E+02    -0.61370756E-01     0.50000001E-01     0.50000001E-01     0.55405381E-02     133     0.85583655E-02
 0.74999986E+01     0.12380415E+01     0.11967987E-01     0.10000000E+02    -0.62276158E-01     0.50000001E-01     0.50000001E-01     0.58934344E-02     133     0.85583655E-02
 0.79999990E+01     0.12908235E+01     0.12863169E-01     0.10000000E+02    -0.62864229E-01     0.22954533E-01     0.50000001E-01     0.66781966E-02     134     0.10764658E-01
 0.85000000E+01     0.13445928E+01     0.13471835E-01     0.10000000E+02    -0.63483179E-01     0.16582426E-01     0.50000001E-01     0.72746975E-02     135     0.13292561E-01
 0.90000000E+01     0.13975201E+01     0.14091717E-01     0.10000000E+02    -0.64005151E-01     0.13698442E-01     0.50000001E-01     0.78974525E-02     135     0.13292561E-01
 0.94999971E+01     0.14488075E+01     0.14800390E-01     0.10000000E+02    -0.64347304E-01     0.11055604E-01     0.50000001E-01     0.86126151E-02     136     0.16190436E-01
 0.99999981E+01     0.14983912E+01     0.15576934E-01     0.10000000E+02    -0.64492732E-01     0.97045181E-02     0.50000001E-01     0.94050355E-02     137     0.19519079E-01
 0.10499999E+02     0.15449337E+01     0.16512144E-01     0.10000000E+02    -0.64286418E-01     0.81702992E-02     0.50000001E-01     0.10359390E-01     137     0.19519079E-01
 0.10999999E+02     0.15867200E+01     0.17684085E-01     0.10000000E+02    -0.63518435E-01     0.74059088E-02     0.50000001E-01     0.11561459E-01     138     0.23350559E-01
 0.11500000E+02     0.15868515E+01     0.22086009E-01     0.10000000E+02    -0.59063781E-01     0.65259696E-02     0.50000001E-01     0.16086016E-01     138     0.23350559E-01
 0.12000000E+02     0.15726386E+01     0.30470304E-01     0.10000000E+02    -0.58889549E-01     0.63061416E-02     0.50000001E-01     0.24653349E-01     138     0.23350559E-01
 0.12499997E+02     0.15489472E+01     0.38103633E-01     0.10000000E+02    -0.58052830E-01     0.56925961E-02     0.50000001E-01     0.32436058E-01     139     0.27765261E-01
 0.12999998E+02     0.15201271E+01     0.44724129E-01     0.10000000E+02    -0.56464974E-01     0.55659488E-02     0.50000001E-01     0.39196782E-01     139     0.27765261E-01
 0.13499999E+02     0.14808750E+01     0.50676871E-01     0.10000000E+02    -0.53854253E-01     0.54373057E-02     0.50000001E-01     0.45290884E-01     139     0.27765261E-01
 0.13999999E+02     0.14515291E+01     0.55983849E-01     0.10000000E+02    -0.52147046E-01     0.52973037E-02     0.50000001E-01     0.50723609E-01     139     0.27765261E-01
 0.14500000E+02     0.14372493E+01     0.60843576E-01     0.10000000E+02    -0.51672325E-01     0.50320229E-02     0.50000001E-01     0.55688038E-01     139     0.27765261E-01
 0.15000001E+02     0.14288622E+01     0.65547071E-01     0.10000000E+02    -0.51895358E-01     0.45442809E-02     0.50000001E-01     0.60487777E-01     139     0.27765261E-01
