  
       RFOIL         Version 3.00
  
 Calculated polar for: final_airfoil_30_r99            
  
 1  Reynolds number fixed
  
 xtrf =      1.00000000 (suction)     1.00000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     18.00000000 e 6     Ncrit =      9.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.22000000E+02    -0.91766375E+00     0.14219414E+00     0.18000000E+02    -0.13502557E-01     0.99533916E+00     0.55735271E-01     0.14036758E+00      88     0.59001669E-01
-0.20000002E+02    -0.84199995E+00     0.12747185E+00     0.18000000E+02    -0.24248021E-01     0.56012326E+00     0.64095557E-01     0.12426704E+00      90     0.47189467E-01
-0.18000000E+02    -0.76112175E+00     0.11223661E+00     0.18000000E+02    -0.35812173E-01     0.50429034E+00     0.77077039E-01     0.10888084E+00      92     0.37287753E-01
-0.16000002E+02    -0.66459674E+00     0.99737227E-01     0.18000000E+02    -0.47194332E-01     0.46902689E+00     0.95302269E-01     0.96345708E-01      94     0.29167181E-01
-0.14000001E+02    -0.63493401E+00     0.84362760E-01     0.18000000E+02    -0.55380110E-01     0.44705722E+00     0.13071813E+00     0.80958761E-01      96     0.22571638E-01
-0.12000000E+02    -0.73390126E+00     0.51807974E-01     0.18000000E+02    -0.63035913E-01     0.43255585E+00     0.20669308E+00     0.48537336E-01      97     0.19758349E-01
-0.10000001E+02    -0.87324107E+00     0.86814668E-02     0.18000000E+02    -0.99580079E-01     0.41979751E+00     0.26789227E+00     0.49234792E-02      97     0.19758349E-01
-0.90000000E+01    -0.74042541E+00     0.78549292E-02     0.18000000E+02    -0.10533193E+00     0.40830430E+00     0.29109088E+00     0.41208784E-02      99     0.14942850E-01
-0.80000010E+01    -0.60864824E+00     0.74627586E-02     0.18000000E+02    -0.11010903E+00     0.39899549E+00     0.30419749E+00     0.37164795E-02     101     0.11035408E-01
-0.70000014E+01    -0.47729644E+00     0.72510708E-02     0.18000000E+02    -0.11445047E+00     0.38932708E+00     0.31308207E+00     0.34730011E-02     103     0.78723896E-02
-0.60000000E+01    -0.34599334E+00     0.71044518E-02     0.18000000E+02    -0.11861233E+00     0.38017064E+00     0.32115540E+00     0.32957671E-02     106     0.42724451E-02
-0.50000010E+01    -0.21498646E+00     0.70394082E-02     0.18000000E+02    -0.12252014E+00     0.37210277E+00     0.32562166E+00     0.31867912E-02     108     0.25236441E-02
-0.40000014E+01    -0.84238373E-01     0.70253504E-02     0.18000000E+02    -0.12623201E+00     0.36458927E+00     0.32934511E+00     0.31285738E-02     110     0.12414415E-02
-0.30000000E+01     0.46445142E-01     0.70320405E-02     0.18000000E+02    -0.12982799E+00     0.35718498E+00     0.33340308E+00     0.31016413E-02     113     0.15552458E-03
-0.20000007E+01     0.17675470E+00     0.70760152E-02     0.18000000E+02    -0.13324803E+00     0.34982443E+00     0.33738077E+00     0.31137690E-02     115     0.37188929E-05
-0.10000012E+01     0.30671772E+00     0.71513169E-02     0.18000000E+02    -0.13649644E+00     0.34382445E+00     0.34183642E+00     0.31605610E-02     117     0.23525968E-03
 0.00000000E+00     0.43639150E+00     0.72488426E-02     0.18000000E+02    -0.13959415E+00     0.33749363E+00     0.34570679E+00     0.32423348E-02     119     0.83450438E-03
 0.99999946E+00     0.56526715E+00     0.73932130E-02     0.18000000E+02    -0.14244717E+00     0.33078128E+00     0.35028484E+00     0.33605355E-02     121     0.18661611E-02
 0.19999989E+01     0.69391936E+00     0.75473594E-02     0.18000000E+02    -0.14517394E+00     0.32585838E+00     0.35433248E+00     0.35119290E-02     123     0.33736862E-02
 0.29999983E+01     0.82163668E+00     0.77463486E-02     0.18000000E+02    -0.14763904E+00     0.31977499E+00     0.35913396E+00     0.37006042E-02     125     0.53964099E-02
 0.39999995E+01     0.94733006E+00     0.80364328E-02     0.18000000E+02    -0.14967044E+00     0.30581060E+00     0.36370823E+00     0.39450326E-02     127     0.79724379E-02
 0.49999990E+01     0.10717058E+01     0.83768507E-02     0.18000000E+02    -0.15138169E+00     0.29186612E+00     0.36847785E+00     0.42374688E-02     129     0.11145432E-01
 0.60000000E+01     0.11934576E+01     0.88240337E-02     0.18000000E+02    -0.15255493E+00     0.27246037E+00     0.37317938E+00     0.46106968E-02     131     0.14969146E-01
 0.69999981E+01     0.13049699E+01     0.97535914E-02     0.18000000E+02    -0.15186234E+00     0.22346799E+00     0.37830314E+00     0.52979770E-02     132     0.17145891E-01
 0.79999990E+01     0.13819447E+01     0.12372653E-01     0.18000000E+02    -0.14502181E+00     0.92998251E-01     0.38262796E+00     0.72156079E-02     134     0.22080353E-01
 0.90000000E+01     0.14782679E+01     0.13718704E-01     0.18000000E+02    -0.14151226E+00     0.64749740E-01     0.38799229E+00     0.84113628E-02     135     0.24862744E-01
 0.99999981E+01     0.15680864E+01     0.15108774E-01     0.18000000E+02    -0.13677649E+00     0.51827710E-01     0.39288697E+00     0.97306380E-02     136     0.27873810E-01
 0.10999999E+02     0.16324346E+01     0.17139299E-01     0.18000000E+02    -0.12735406E+00     0.44327363E-01     0.39811021E+00     0.11748577E-01     138     0.34645986E-01
 0.12000000E+02     0.16956724E+01     0.19818727E-01     0.18000000E+02    -0.11867761E+00     0.38705785E-01     0.40321279E+00     0.14429001E-01     139     0.38442161E-01
 0.12999998E+02     0.17446544E+01     0.23812432E-01     0.18000000E+02    -0.10898378E+00     0.35061866E-01     0.40887606E+00     0.18472780E-01     140     0.42536303E-01
 0.13999999E+02     0.17597619E+01     0.31092450E-01     0.18000000E+02    -0.98016687E-01     0.32404881E-01     0.41297328E+00     0.25872491E-01     141     0.46947110E-01
 0.15999998E+02     0.12465684E+01     0.96407011E-01     0.18000000E+02    -0.99312335E-01     0.34722865E-01     0.41127622E+00     0.92634119E-01     139     0.38442161E-01
 0.18999998E+02     0.13015476E+01     0.12894858E+00     0.18000000E+02    -0.12095805E+00     0.27482176E-01     0.42465958E+00     0.12544510E+00     141     0.46947110E-01
