  
       RFOIL         Version 3.00
  
 Calculated polar for: du_91-w2-250                    
  
 1  Reynolds number fixed
  
 xtrf =      1.00000000 (suction)     1.00000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     16.00000000 e 6     Ncrit =      9.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.21000000E+02    -0.10628518E+01     0.11621886E+00     0.16000000E+02    -0.12290736E-01     0.10000000E+01     0.26621919E-01     0.11402114E+00      91     0.65898851E-01
-0.20000002E+02    -0.10416386E+01     0.10522538E+00     0.16000000E+02    -0.20205904E-01     0.10000000E+01     0.28761150E-01     0.10294361E+00      92     0.58972158E-01
-0.19000002E+02    -0.10222985E+01     0.94223365E-01     0.16000000E+02    -0.27288323E-01     0.10000000E+01     0.31859446E-01     0.91871612E-01      93     0.52411240E-01
-0.18000000E+02    -0.98510212E+00     0.85495487E-01     0.16000000E+02    -0.34198947E-01     0.82839817E+00     0.35506159E-01     0.82595408E-01      93     0.52411240E-01
-0.17500000E+02    -0.97397047E+00     0.80372758E-01     0.16000000E+02    -0.36723003E-01     0.80134284E+00     0.36636487E-01     0.77351063E-01      94     0.46255771E-01
-0.17000002E+02    -0.96471542E+00     0.75110063E-01     0.16000000E+02    -0.39204288E-01     0.77551877E+00     0.39212275E-01     0.71983024E-01      94     0.46255771E-01
-0.16500000E+02    -0.95376426E+00     0.70150182E-01     0.16000000E+02    -0.41526321E-01     0.74995059E+00     0.41171182E-01     0.66921622E-01      94     0.46255771E-01
-0.16000002E+02    -0.94141752E+00     0.65408029E-01     0.16000000E+02    -0.43755606E-01     0.71910149E+00     0.43496601E-01     0.62060207E-01      95     0.40542945E-01
-0.15500001E+02    -0.93187279E+00     0.60428001E-01     0.16000000E+02    -0.45942768E-01     0.69151902E+00     0.45771617E-01     0.56973293E-01      95     0.40542945E-01
-0.15000001E+02    -0.91749686E+00     0.56214008E-01     0.16000000E+02    -0.47722738E-01     0.67113882E+00     0.49068283E-01     0.52682094E-01      95     0.40542945E-01
-0.14500000E+02    -0.90320498E+00     0.52117992E-01     0.16000000E+02    -0.49357440E-01     0.65351158E+00     0.52057683E-01     0.48524026E-01      96     0.35301846E-01
-0.14000001E+02    -0.88773555E+00     0.48219390E-01     0.16000000E+02    -0.50851963E-01     0.63452220E+00     0.55733960E-01     0.44558547E-01      96     0.35301846E-01
-0.13500001E+02    -0.87396139E+00     0.44331342E-01     0.16000000E+02    -0.52125286E-01     0.62108946E+00     0.60642578E-01     0.40625855E-01      97     0.30548042E-01
-0.13000001E+02    -0.86215383E+00     0.40237341E-01     0.16000000E+02    -0.53488124E-01     0.60883671E+00     0.64522736E-01     0.36479969E-01      97     0.30548042E-01
-0.12500001E+02    -0.84612978E+00     0.36835309E-01     0.16000000E+02    -0.54463111E-01     0.59502429E+00     0.69784477E-01     0.33038355E-01      97     0.30548042E-01
-0.12000000E+02    -0.83143133E+00     0.33441417E-01     0.16000000E+02    -0.55284012E-01     0.58541781E+00     0.76674521E-01     0.29623903E-01      98     0.26280591E-01
-0.11500001E+02    -0.81877691E+00     0.29949855E-01     0.16000000E+02    -0.56087125E-01     0.57391173E+00     0.83033711E-01     0.26094200E-01      98     0.26280591E-01
-0.11000001E+02    -0.80468053E+00     0.26833363E-01     0.16000000E+02    -0.56651708E-01     0.56491786E+00     0.92046879E-01     0.22969367E-01      98     0.26280591E-01
-0.10500001E+02    -0.79305160E+00     0.23658428E-01     0.16000000E+02    -0.57098560E-01     0.55771947E+00     0.10039680E+00     0.19776348E-01      99     0.22481846E-01
-0.10000001E+02    -0.78499311E+00     0.20541869E-01     0.16000000E+02    -0.57220686E-01     0.55049664E+00     0.11277775E+00     0.16665818E-01      99     0.22481846E-01
-0.95000010E+01    -0.76450950E+00     0.18384987E-01     0.16000000E+02    -0.57377979E-01     0.54089594E+00     0.11732315E+00     0.14474273E-01     100     0.19121557E-01
-0.90000000E+01    -0.79092419E+00     0.14844489E-01     0.16000000E+02    -0.56115586E-01     0.53596431E+00     0.13408624E+00     0.10894815E-01     100     0.19121557E-01
-0.85000019E+01    -0.74016464E+00     0.12049186E-01     0.16000000E+02    -0.64388484E-01     0.52727222E+00     0.15719493E+00     0.81464872E-02     101     0.16161252E-01
-0.80000010E+01    -0.65868437E+00     0.98040057E-02     0.16000000E+02    -0.76594554E-01     0.51946533E+00     0.18511806E+00     0.59671709E-02     102     0.13560028E-01
-0.75000005E+01    -0.56675225E+00     0.82220929E-02     0.16000000E+02    -0.88749655E-01     0.51051193E+00     0.21227515E+00     0.44367518E-02     103     0.11278038E-01
-0.70000014E+01    -0.47325802E+00     0.70021451E-02     0.16000000E+02    -0.99990867E-01     0.50275350E+00     0.24020466E+00     0.32593273E-02     104     0.92788991E-02
-0.65000010E+01    -0.39321122E+00     0.63766115E-02     0.16000000E+02    -0.10667671E+00     0.49621332E+00     0.26240590E+00     0.26693502E-02     105     0.75309887E-02
-0.60000000E+01    -0.32245210E+00     0.61010467E-02     0.16000000E+02    -0.11052472E+00     0.48865411E+00     0.27775213E+00     0.24159697E-02     106     0.60077021E-02
-0.55000014E+01    -0.25208223E+00     0.58227056E-02     0.16000000E+02    -0.11419706E+00     0.48336023E+00     0.29683211E+00     0.21841710E-02     107     0.46872124E-02
-0.50000010E+01    -0.18316047E+00     0.56160102E-02     0.16000000E+02    -0.11742064E+00     0.47641119E+00     0.31489828E+00     0.20089739E-02     108     0.35521318E-02
-0.45000000E+01    -0.11587147E+00     0.54890672E-02     0.16000000E+02    -0.12013446E+00     0.47031191E+00     0.32658905E+00     0.18942577E-02     109     0.25889156E-02
-0.40000014E+01    -0.49120635E-01     0.53851968E-02     0.16000000E+02    -0.12266225E+00     0.46481496E+00     0.33738559E+00     0.18023415E-02     110     0.17873233E-02
-0.35000007E+01     0.17155301E-01     0.53113075E-02     0.16000000E+02    -0.12504548E+00     0.45886210E+00     0.34759483E+00     0.17324123E-02     111     0.11398003E-02
-0.30000000E+01     0.82975596E-01     0.52553308E-02     0.16000000E+02    -0.12726682E+00     0.45368230E+00     0.35593563E+00     0.16806014E-02     112     0.64102188E-03
-0.25000012E+01     0.14841437E+00     0.52266396E-02     0.16000000E+02    -0.12937933E+00     0.44793808E+00     0.36385822E+00     0.16463122E-02     113     0.28575805E-03
-0.20000007E+01     0.21376564E+00     0.51963758E-02     0.16000000E+02    -0.13144591E+00     0.44213849E+00     0.37123787E+00     0.16161618E-02     115     0.10507893E-05
-0.15000000E+01     0.27900484E+00     0.51745404E-02     0.16000000E+02    -0.13347572E+00     0.43737027E+00     0.37904507E+00     0.15959220E-02     116     0.38707662E-04
-0.10000012E+01     0.34401298E+00     0.51609362E-02     0.16000000E+02    -0.13542467E+00     0.43167168E+00     0.38657904E+00     0.15848489E-02     117     0.17738849E-03
-0.50000060E+00     0.40860963E+00     0.51754708E-02     0.16000000E+02    -0.13726479E+00     0.42594948E+00     0.39363727E+00     0.15909197E-02     118     0.41740941E-03
 0.00000000E+00     0.47324154E+00     0.51779663E-02     0.16000000E+02    -0.13909400E+00     0.42047974E+00     0.40038657E+00     0.15959865E-02     119     0.77137165E-03
 0.49999887E+00     0.53754687E+00     0.52087633E-02     0.16000000E+02    -0.14085214E+00     0.41347942E+00     0.40747142E+00     0.16179711E-02     120     0.12506692E-02
 0.99999946E+00     0.60170472E+00     0.52337302E-02     0.16000000E+02    -0.14254183E+00     0.40820518E+00     0.41419166E+00     0.16435233E-02     121     0.18643673E-02
 0.14999983E+01     0.66546190E+00     0.52897534E-02     0.16000000E+02    -0.14414795E+00     0.40005961E+00     0.41951287E+00     0.16847122E-02     122     0.26226819E-02
 0.19999989E+01     0.72898638E+00     0.53600981E-02     0.16000000E+02    -0.14570265E+00     0.39117652E+00     0.42605257E+00     0.17382391E-02     123     0.35364949E-02
 0.24999995E+01     0.79198289E+00     0.54637175E-02     0.16000000E+02    -0.14713943E+00     0.37970966E+00     0.43191382E+00     0.18112012E-02     124     0.46171877E-02
 0.29999983E+01     0.85456181E+00     0.56014941E-02     0.16000000E+02    -0.14851192E+00     0.36532241E+00     0.43824318E+00     0.19079484E-02     125     0.58772620E-02
 0.34999990E+01     0.91378427E+00     0.60385950E-02     0.16000000E+02    -0.14932249E+00     0.32121018E+00     0.44316417E+00     0.21545454E-02     126     0.73306193E-02
 0.39999995E+01     0.97245812E+00     0.64992378E-02     0.16000000E+02    -0.15004157E+00     0.27903754E+00     0.44895753E+00     0.24402952E-02     127     0.89926179E-02
 0.44999986E+01     0.10289360E+01     0.71134628E-02     0.16000000E+02    -0.15037714E+00     0.22843431E+00     0.45473802E+00     0.28292085E-02     127     0.89926179E-02
 0.49999990E+01     0.10846212E+01     0.77387812E-02     0.16000000E+02    -0.15055001E+00     0.18183544E+00     0.45927334E+00     0.32418678E-02     128     0.10880535E-01
