  
       RFOIL         Version 3.00
  
 Calculated polar for: du_93-w-210                     
  
 1  Reynolds number fixed
  
 xtrf =      1.00000000 (suction)     1.00000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     12.00000000 e 6     Ncrit =      9.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.18500002E+02    -0.10535034E+01     0.82351841E-01     0.12000000E+02    -0.22838507E-01     0.10000000E+01     0.49553029E-02     0.79791747E-01     101     0.61259624E-01
-0.18000000E+02    -0.10449157E+01     0.78387283E-01     0.12000000E+02    -0.25107836E-01     0.10000000E+01     0.50710957E-02     0.75772531E-01     101     0.61259624E-01
-0.17500000E+02    -0.10354100E+01     0.74383900E-01     0.12000000E+02    -0.27269093E-01     0.10000000E+01     0.51718513E-02     0.71714610E-01     102     0.53930737E-01
-0.17000002E+02    -0.10248731E+01     0.70341773E-01     0.12000000E+02    -0.28772583E-01     0.87078440E+00     0.52230279E-02     0.67263007E-01     102     0.53930737E-01
-0.16500000E+02    -0.10142379E+01     0.65877236E-01     0.12000000E+02    -0.30835602E-01     0.80583721E+00     0.52425759E-02     0.62562793E-01     102     0.53930737E-01
-0.16000002E+02    -0.10030046E+01     0.61562672E-01     0.12000000E+02    -0.32643642E-01     0.74297321E+00     0.53334837E-02     0.58028098E-01     102     0.53930737E-01
-0.15500001E+02    -0.99851209E+00     0.56726564E-01     0.12000000E+02    -0.34214251E-01     0.70771134E+00     0.57464121E-02     0.53029731E-01     103     0.46881963E-01
-0.15000001E+02    -0.99586099E+00     0.51621005E-01     0.12000000E+02    -0.35644587E-01     0.67863393E+00     0.61101667E-02     0.47790363E-01     103     0.46881963E-01
-0.14500000E+02    -0.99378985E+00     0.46466533E-01     0.12000000E+02    -0.36794465E-01     0.66010058E+00     0.62188203E-02     0.42523339E-01     103     0.46881963E-01
-0.14000001E+02    -0.99640685E+00     0.41011002E-01     0.12000000E+02    -0.37596550E-01     0.64568019E+00     0.64950595E-02     0.36969166E-01     103     0.46881963E-01
-0.13500001E+02    -0.10009280E+01     0.35517659E-01     0.12000000E+02    -0.37970316E-01     0.63241118E+00     0.65696929E-02     0.31367049E-01     104     0.40190946E-01
-0.13000001E+02    -0.10121183E+01     0.29166015E-01     0.12000000E+02    -0.38000979E-01     0.61985016E+00     0.68753622E-02     0.24896994E-01     104     0.40190946E-01
-0.12500001E+02    -0.10180973E+01     0.24219273E-01     0.12000000E+02    -0.38299885E-01     0.60995138E+00     0.69184299E-02     0.19837813E-01     104     0.40190946E-01
-0.12000000E+02    -0.10132935E+01     0.20127542E-01     0.12000000E+02    -0.39102625E-01     0.59974641E+00     0.70400974E-02     0.15643243E-01     104     0.40190946E-01
-0.11500001E+02    -0.10006931E+01     0.16475538E-01     0.12000000E+02    -0.40376600E-01     0.59221703E+00     0.73975241E-02     0.11898253E-01     104     0.40190946E-01
-0.11000001E+02    -0.10005995E+01     0.15865110E-01     0.12000000E+02    -0.42499963E-01     0.58405751E+00     0.79627754E-02     0.11106651E-01     105     0.33955835E-01
-0.10500001E+02    -0.94288570E+00     0.13369852E-01     0.12000000E+02    -0.48144914E-01     0.57452029E+00     0.86337626E-02     0.85416483E-02     105     0.33955835E-01
-0.10000001E+02    -0.88309783E+00     0.12228575E-01     0.12000000E+02    -0.51485002E-01     0.56672019E+00     0.91746151E-02     0.73640295E-02     106     0.28280208E-01
-0.95000010E+01    -0.82459629E+00     0.11448639E-01     0.12000000E+02    -0.53706221E-01     0.55840433E+00     0.10538677E-01     0.65681990E-02     106     0.28280208E-01
-0.90000000E+01    -0.76527971E+00     0.10845823E-01     0.12000000E+02    -0.55723209E-01     0.55167735E+00     0.11661809E-01     0.59570856E-02     107     0.23244504E-01
