  
       RFOIL         Version 3.00
  
 Calculated polar for: du_91-w2-250                    
  
 1  Reynolds number fixed
  
 xtrf =      0.05000000 (suction)     0.05000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     13.00000000 e 6     Ncrit =      3.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.22000000E+02    -0.10300485E+01     0.13458416E+00     0.13000000E+02     0.14218612E-02     0.67392111E+00     0.16942156E-01     0.13140036E+00      91     0.65898851E-01
-0.21000000E+02    -0.10085784E+01     0.12326445E+00     0.13000000E+02    -0.81853382E-02     0.65339941E+00     0.18018181E-01     0.11993168E+00      92     0.58972158E-01
-0.20000002E+02    -0.98595899E+00     0.11218759E+00     0.13000000E+02    -0.16868429E-01     0.61376625E+00     0.19275434E-01     0.10865737E+00      92     0.58972158E-01
-0.19000002E+02    -0.96387058E+00     0.10125043E+00     0.13000000E+02    -0.24571240E-01     0.59097809E+00     0.21221610E-01     0.97580612E-01      93     0.52411240E-01
-0.18000000E+02    -0.93602175E+00     0.90704799E-01     0.13000000E+02    -0.32514427E-01     0.50000001E-01     0.23589447E-01     0.86068287E-01      94     0.46255771E-01
-0.17500000E+02    -0.90399706E+00     0.87992720E-01     0.13000000E+02    -0.36481511E-01     0.50000001E-01     0.24470681E-01     0.83341956E-01      94     0.46255771E-01
-0.16500000E+02    -0.90134060E+00     0.75488105E-01     0.13000000E+02    -0.41147962E-01     0.50000001E-01     0.27133767E-01     0.70682824E-01      95     0.40542945E-01
-0.16000002E+02    -0.87451625E+00     0.72215043E-01     0.13000000E+02    -0.43941531E-01     0.50000001E-01     0.28265906E-01     0.67385942E-01      95     0.40542945E-01
-0.15500001E+02    -0.86200690E+00     0.67476198E-01     0.13000000E+02    -0.46134457E-01     0.50000001E-01     0.29441796E-01     0.62590681E-01      95     0.40542945E-01
-0.15000001E+02    -0.84735459E+00     0.63141868E-01     0.13000000E+02    -0.48070844E-01     0.50000001E-01     0.30637087E-01     0.58206879E-01      96     0.35301846E-01
-0.14500000E+02    -0.83253980E+00     0.58947369E-01     0.13000000E+02    -0.49875513E-01     0.50000001E-01     0.32974210E-01     0.53969711E-01      96     0.35301846E-01
-0.14000001E+02    -0.81621253E+00     0.54996137E-01     0.13000000E+02    -0.51526587E-01     0.50000001E-01     0.34505606E-01     0.49974509E-01      97     0.30548042E-01
-0.13500001E+02    -0.80066013E+00     0.51100872E-01     0.13000000E+02    -0.52985080E-01     0.50000001E-01     0.37516434E-01     0.46043281E-01      97     0.30548042E-01
-0.13000001E+02    -0.78263444E+00     0.47499180E-01     0.13000000E+02    -0.54370023E-01     0.50000001E-01     0.39220050E-01     0.42401232E-01      97     0.30548042E-01
-0.12500001E+02    -0.76576632E+00     0.43924928E-01     0.13000000E+02    -0.55586793E-01     0.50000001E-01     0.42545341E-01     0.38792990E-01      98     0.26280591E-01
-0.12000000E+02    -0.74389672E+00     0.40870287E-01     0.13000000E+02    -0.56676548E-01     0.50000001E-01     0.43033890E-01     0.35691652E-01      98     0.26280591E-01
-0.11500001E+02    -0.72972071E+00     0.37254110E-01     0.13000000E+02    -0.57705555E-01     0.50000001E-01     0.46974402E-01     0.32043792E-01      99     0.22481846E-01
-0.11000001E+02    -0.70770991E+00     0.34454666E-01     0.13000000E+02    -0.58572680E-01     0.50000001E-01     0.48934095E-01     0.29207416E-01      99     0.22481846E-01
-0.10500001E+02    -0.68403035E+00     0.31882800E-01     0.13000000E+02    -0.59311807E-01     0.50000001E-01     0.50000001E-01     0.26596412E-01     100     0.19121557E-01
-0.10000001E+02    -0.65815932E+00     0.29581649E-01     0.13000000E+02    -0.59969343E-01     0.50000001E-01     0.50000001E-01     0.24251180E-01     100     0.19121557E-01
-0.95000010E+01    -0.63193864E+00     0.27409552E-01     0.13000000E+02    -0.60503449E-01     0.50000001E-01     0.50000001E-01     0.22036770E-01     101     0.16161252E-01
-0.90000000E+01    -0.60545927E+00     0.25372399E-01     0.13000000E+02    -0.60924936E-01     0.50000001E-01     0.50000001E-01     0.19958723E-01     101     0.16161252E-01
-0.85000019E+01    -0.57867688E+00     0.23451852E-01     0.13000000E+02    -0.61278250E-01     0.50000001E-01     0.50000001E-01     0.17998796E-01     102     0.13560028E-01
-0.80000010E+01    -0.55280918E+00     0.21629501E-01     0.13000000E+02    -0.61406814E-01     0.50000001E-01     0.50000001E-01     0.16137581E-01     102     0.13560028E-01
-0.75000005E+01    -0.53022063E+00     0.19741112E-01     0.13000000E+02    -0.61337817E-01     0.50000001E-01     0.50000001E-01     0.14207879E-01     103     0.11278038E-01
-0.70000014E+01    -0.50404102E+00     0.18142698E-01     0.13000000E+02    -0.61177753E-01     0.50000001E-01     0.50000001E-01     0.12574667E-01     104     0.92788991E-02
-0.65000010E+01    -0.49209946E+00     0.16434740E-01     0.13000000E+02    -0.59035122E-01     0.50000001E-01     0.50000001E-01     0.10828793E-01     104     0.92788991E-02
-0.60000000E+01    -0.44654277E+00     0.15167153E-01     0.13000000E+02    -0.61734349E-01     0.50000001E-01     0.50000001E-01     0.95236897E-02     105     0.75309887E-02
-0.55000014E+01    -0.38975751E+00     0.14094347E-01     0.13000000E+02    -0.65822504E-01     0.50000001E-01     0.50000001E-01     0.84156496E-02     106     0.60077021E-02
-0.50000010E+01    -0.32612365E+00     0.13531423E-01     0.13000000E+02    -0.72545737E-01     0.50000001E-01     0.50000001E-01     0.77553079E-02     107     0.46872124E-02
-0.45000000E+01    -0.25619009E+00     0.12824819E-01     0.13000000E+02    -0.78025639E-01     0.50000001E-01     0.50000001E-01     0.70153736E-02     108     0.35521318E-02
-0.40000014E+01    -0.18381748E+00     0.12223021E-01     0.13000000E+02    -0.83648138E-01     0.50000001E-01     0.50000001E-01     0.63813627E-02     109     0.25889156E-02
-0.35000007E+01    -0.10997546E+00     0.11711119E-01     0.13000000E+02    -0.89285329E-01     0.50000001E-01     0.50000001E-01     0.58380407E-02     110     0.17873233E-02
-0.30000000E+01    -0.35378180E-01     0.11274956E-01     0.13000000E+02    -0.94838224E-01     0.50000001E-01     0.50000001E-01     0.53711631E-02     111     0.11398003E-02
-0.25000012E+01     0.39317161E-01     0.10907727E-01     0.13000000E+02    -0.10019817E+00     0.50000001E-01     0.50000001E-01     0.49737939E-02     113     0.28575805E-03
-0.20000007E+01     0.11346836E+00     0.10607093E-01     0.13000000E+02    -0.10524148E+00     0.50000001E-01     0.50000001E-01     0.46440782E-02     114     0.75138203E-04
-0.15000000E+01     0.18721807E+00     0.10353742E-01     0.13000000E+02    -0.11005848E+00     0.50000001E-01     0.50000001E-01     0.43608337E-02     115     0.10507893E-05
-0.10000012E+01     0.26005900E+00     0.10150394E-01     0.13000000E+02    -0.11453714E+00     0.50000001E-01     0.50000001E-01     0.41276640E-02     116     0.38707662E-04
-0.50000060E+00     0.33117282E+00     0.10009297E-01     0.13000000E+02    -0.11847221E+00     0.50000001E-01     0.50000001E-01     0.39600371E-02     117     0.17738849E-03
 0.00000000E+00     0.39844498E+00     0.99688014E-02     0.13000000E+02    -0.12130341E+00     0.50000001E-01     0.50000001E-01     0.39055967E-02     118     0.41740941E-03
 0.49999887E+00     0.46465325E+00     0.99605769E-02     0.13000000E+02    -0.12382594E+00     0.50000001E-01     0.50000001E-01     0.38867816E-02     120     0.12506692E-02
 0.99999946E+00     0.53009617E+00     0.99766282E-02     0.13000000E+02    -0.12613235E+00     0.50000001E-01     0.50000001E-01     0.38942648E-02     121     0.18643673E-02
 0.14999983E+01     0.59486681E+00     0.10014058E-01     0.13000000E+02    -0.12825584E+00     0.50000001E-01     0.50000001E-01     0.39250213E-02     122     0.26226819E-02
 0.19999989E+01     0.65902400E+00     0.10071023E-01     0.13000000E+02    -0.13021591E+00     0.50000001E-01     0.50000001E-01     0.39770380E-02     123     0.35364949E-02
 0.24999995E+01     0.72258949E+00     0.10146288E-01     0.13000000E+02    -0.13202438E+00     0.50000001E-01     0.50000001E-01     0.40487335E-02     123     0.35364949E-02
 0.29999983E+01     0.78557885E+00     0.10239116E-01     0.13000000E+02    -0.13369024E+00     0.50000001E-01     0.50000001E-01     0.41399095E-02     124     0.46171877E-02
 0.34999990E+01     0.84798843E+00     0.10349230E-01     0.13000000E+02    -0.13521656E+00     0.50000001E-01     0.50000001E-01     0.42498936E-02     125     0.58772620E-02
 0.39999995E+01     0.90980732E+00     0.10476244E-01     0.13000000E+02    -0.13660535E+00     0.50000001E-01     0.50000001E-01     0.43784231E-02     126     0.73306193E-02
 0.44999986E+01     0.97101092E+00     0.10620239E-01     0.13000000E+02    -0.13785675E+00     0.50000001E-01     0.50000001E-01     0.45255097E-02     127     0.89926179E-02
 0.49999990E+01     0.10315710E+01     0.10781300E-01     0.13000000E+02    -0.13896742E+00     0.50000001E-01     0.50000001E-01     0.46912772E-02     128     0.10880535E-01
 0.54999995E+01     0.10896971E+01     0.11081633E-01     0.13000000E+02    -0.13963790E+00     0.41449234E-01     0.50000001E-01     0.49571912E-02     129     0.13013598E-01
 0.60000000E+01     0.11468327E+01     0.11403911E-01     0.13000000E+02    -0.14011349E+00     0.33614650E-01     0.50000001E-01     0.52486532E-02     129     0.13013598E-01
 0.65000010E+01     0.12034218E+01     0.11714013E-01     0.13000000E+02    -0.14047191E+00     0.29714271E-01     0.50000001E-01     0.55446038E-02     130     0.15412803E-01
