  
       RFOIL         Version 3.00
  
 Calculated polar for: du_91-w2-250                    
  
 1  Reynolds number fixed
  
 xtrf =      1.00000000 (suction)     1.00000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     13.00000000 e 6     Ncrit =      9.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.18500002E+02    -0.99904025E+00     0.90459898E-01     0.13000000E+02    -0.29875271E-01     0.10000000E+01     0.35152286E-01     0.88019840E-01      93     0.52411240E-01
-0.18000000E+02    -0.96727544E+00     0.89993998E-01     0.13000000E+02    -0.33351075E-01     0.88446558E+00     0.37519444E-01     0.87216280E-01      94     0.46255771E-01
-0.17500000E+02    -0.96216798E+00     0.85398830E-01     0.13000000E+02    -0.36249574E-01     0.84000361E+00     0.39076142E-01     0.82435310E-01      94     0.46255771E-01
-0.17000002E+02    -0.95271093E+00     0.81527703E-01     0.13000000E+02    -0.38748529E-01     0.81157094E+00     0.41369673E-01     0.78442961E-01      94     0.46255771E-01
-0.16000002E+02    -0.94025218E+00     0.66679157E-01     0.13000000E+02    -0.42681124E-01     0.75533760E+00     0.46546683E-01     0.63352562E-01      95     0.40542945E-01
-0.15500001E+02    -0.92771524E+00     0.63689828E-01     0.13000000E+02    -0.44723514E-01     0.72935879E+00     0.49474414E-01     0.60259141E-01      95     0.40542945E-01
-0.15000001E+02    -0.91631848E+00     0.60286082E-01     0.13000000E+02    -0.46687283E-01     0.70070374E+00     0.52229349E-01     0.56747686E-01      95     0.40542945E-01
-0.14500000E+02    -0.90573055E+00     0.56773607E-01     0.13000000E+02    -0.48476156E-01     0.67958724E+00     0.55885628E-01     0.53148907E-01      96     0.35301846E-01
-0.14000001E+02    -0.89071172E+00     0.53647242E-01     0.13000000E+02    -0.49971551E-01     0.66036570E+00     0.59701093E-01     0.49946915E-01      96     0.35301846E-01
-0.13500001E+02    -0.87797886E+00     0.50383676E-01     0.13000000E+02    -0.51322248E-01     0.64097047E+00     0.64729623E-01     0.46623733E-01      97     0.30548042E-01
-0.13000001E+02    -0.86475176E+00     0.47174949E-01     0.13000000E+02    -0.52560333E-01     0.62631696E+00     0.69842078E-01     0.43362327E-01      97     0.30548042E-01
-0.12500001E+02    -0.85494506E+00     0.43790091E-01     0.13000000E+02    -0.53700648E-01     0.61349726E+00     0.76622963E-01     0.39933611E-01      97     0.30548042E-01
-0.12000000E+02    -0.83969915E+00     0.40916543E-01     0.13000000E+02    -0.54599591E-01     0.59971231E+00     0.83296165E-01     0.37023775E-01      98     0.26280591E-01
-0.11500001E+02    -0.83152634E+00     0.37626021E-01     0.13000000E+02    -0.55414919E-01     0.58938754E+00     0.92340231E-01     0.33706538E-01      98     0.26280591E-01
-0.11000001E+02    -0.81640536E+00     0.34909006E-01     0.13000000E+02    -0.56001686E-01     0.57781732E+00     0.10099871E+00     0.30967984E-01      98     0.26280591E-01
-0.10500001E+02    -0.80659616E+00     0.31840678E-01     0.13000000E+02    -0.56464095E-01     0.56920773E+00     0.11120456E+00     0.27884826E-01      99     0.22481846E-01
-0.10000001E+02    -0.80284095E+00     0.28474405E-01     0.13000000E+02    -0.56563236E-01     0.56128395E+00     0.12463017E+00     0.24523722E-01      99     0.22481846E-01
-0.95000010E+01    -0.79594445E+00     0.25062250E-01     0.13000000E+02    -0.56543533E-01     0.55194300E+00     0.13696145E+00     0.21103814E-01     100     0.19121557E-01
-0.85000019E+01    -0.74000579E+00     0.16567025E-01     0.13000000E+02    -0.64955480E-01     0.53678757E+00     0.17456488E+00     0.12654787E-01     101     0.16161252E-01
-0.80000010E+01    -0.65442693E+00     0.12605894E-01     0.13000000E+02    -0.78427032E-01     0.52739513E+00     0.20744772E+00     0.87723592E-02     102     0.13560028E-01
-0.75000005E+01    -0.56223404E+00     0.10073210E-01     0.13000000E+02    -0.90331778E-01     0.51835179E+00     0.23282376E+00     0.62775165E-02     103     0.11278038E-01
-0.70000014E+01    -0.47472125E+00     0.85175931E-02     0.13000000E+02    -0.99634834E-01     0.51064426E+00     0.25389931E+00     0.47362801E-02     104     0.92788991E-02
-0.65000010E+01    -0.39471442E+00     0.76163257E-02     0.13000000E+02    -0.10632138E+00     0.50328225E+00     0.27462226E+00     0.38578818E-02     105     0.75309887E-02
-0.60000000E+01    -0.32246789E+00     0.71714167E-02     0.13000000E+02    -0.11060636E+00     0.49679440E+00     0.29463115E+00     0.34568275E-02     106     0.60077021E-02
-0.55000014E+01    -0.25283787E+00     0.68880180E-02     0.13000000E+02    -0.11407808E+00     0.48954904E+00     0.31093836E+00     0.31955023E-02     107     0.46872124E-02
-0.50000010E+01    -0.18450306E+00     0.66804104E-02     0.13000000E+02    -0.11711501E+00     0.48405600E+00     0.32521361E+00     0.30149298E-02     108     0.35521318E-02
-0.45000000E+01    -0.11706820E+00     0.65368689E-02     0.13000000E+02    -0.11988103E+00     0.47711727E+00     0.33770788E+00     0.28803942E-02     109     0.25889156E-02
-0.40000014E+01    -0.50463129E-01     0.64404826E-02     0.13000000E+02    -0.12237250E+00     0.47120151E+00     0.34777656E+00     0.27900296E-02     110     0.17873233E-02
-0.35000007E+01     0.15585233E-01     0.63797403E-02     0.13000000E+02    -0.12468631E+00     0.46557841E+00     0.35621634E+00     0.27281898E-02     111     0.11398003E-02
-0.30000000E+01     0.81277899E-01     0.63432669E-02     0.13000000E+02    -0.12688324E+00     0.45978022E+00     0.36422241E+00     0.26874673E-02     112     0.64102188E-03
