  
       RFOIL         Version 3.00
  
 Calculated polar for: OSO_2026_WT2a_T24               
  
 1  Reynolds number fixed
  
 xtrf =      1.00000000 (suction)     1.00000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     13.00000000 e 6     Ncrit =      9.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.24000000E+02    -0.10770046E+01     0.11498277E+00     0.13000000E+02    -0.39654195E-01     0.10000000E+01     0.12742317E-01     0.11303663E+00      91     0.88342518E-01
-0.23000002E+02    -0.10532867E+01     0.10450299E+00     0.13000000E+02    -0.48821881E-01     0.73632902E+00     0.13457026E-01     0.10163830E+00      92     0.80575325E-01
-0.22000000E+02    -0.10214474E+01     0.95534354E-01     0.13000000E+02    -0.56492887E-01     0.68493766E+00     0.13909250E-01     0.92446283E-01      93     0.73082849E-01
-0.21500002E+02    -0.97827601E+00     0.94573036E-01     0.13000000E+02    -0.60738783E-01     0.66768116E+00     0.14265265E-01     0.91450900E-01      93     0.73082849E-01
-0.21000000E+02    -0.96308017E+00     0.90055041E-01     0.13000000E+02    -0.63581772E-01     0.65699953E+00     0.14466629E-01     0.86860120E-01      93     0.73082849E-01
-0.20500000E+02    -0.94135863E+00     0.86539216E-01     0.13000000E+02    -0.65821134E-01     0.64488679E+00     0.14625340E-01     0.83277762E-01      94     0.65897331E-01
-0.20000002E+02    -0.92408741E+00     0.82489029E-01     0.13000000E+02    -0.68305567E-01     0.63698894E+00     0.14968536E-01     0.79167485E-01      94     0.65897331E-01
-0.19500000E+02    -0.90655226E+00     0.78536101E-01     0.13000000E+02    -0.70710339E-01     0.62912893E+00     0.15365543E-01     0.75160429E-01      94     0.65897331E-01
-0.19000002E+02    -0.88351524E+00     0.75482674E-01     0.13000000E+02    -0.72545297E-01     0.62006062E+00     0.15817929E-01     0.72064199E-01      95     0.59052423E-01
-0.18500002E+02    -0.86322558E+00     0.71930356E-01     0.13000000E+02    -0.74691065E-01     0.61363208E+00     0.16152764E-01     0.68469107E-01      95     0.59052423E-01
-0.18000000E+02    -0.83767152E+00     0.69153599E-01     0.13000000E+02    -0.76332867E-01     0.60699165E+00     0.16553933E-01     0.65660231E-01      96     0.52581672E-01
-0.17500000E+02    -0.81442809E+00     0.65944880E-01     0.13000000E+02    -0.78266658E-01     0.59958291E+00     0.16813483E-01     0.62402092E-01      96     0.52581672E-01
-0.17000002E+02    -0.78566116E+00     0.63421622E-01     0.13000000E+02    -0.79796173E-01     0.59397560E+00     0.17054129E-01     0.59846524E-01      96     0.52581672E-01
-0.16500000E+02    -0.76295650E+00     0.60353741E-01     0.13000000E+02    -0.81520036E-01     0.58819300E+00     0.17824640E-01     0.56743037E-01      97     0.46516206E-01
-0.16000002E+02    -0.73497635E+00     0.57944186E-01     0.13000000E+02    -0.82869865E-01     0.58304626E+00     0.18317001E-01     0.54316856E-01      97     0.46516206E-01
-0.15500001E+02    -0.70988107E+00     0.55074539E-01     0.13000000E+02    -0.84514253E-01     0.57655263E+00     0.18733630E-01     0.51411379E-01      97     0.46516206E-01
-0.15000001E+02    -0.68020391E+00     0.52806996E-01     0.13000000E+02    -0.85755236E-01     0.57213098E+00     0.19298619E-01     0.49129300E-01      98     0.40882051E-01
-0.14500000E+02    -0.65245777E+00     0.50127909E-01     0.13000000E+02    -0.87331861E-01     0.56615287E+00     0.19656561E-01     0.46409585E-01      98     0.40882051E-01
-0.14000001E+02    -0.62270570E+00     0.47963139E-01     0.13000000E+02    -0.88501088E-01     0.56173086E+00     0.20464694E-01     0.44231463E-01      99     0.35697378E-01
-0.13500001E+02    -0.59619427E+00     0.45334972E-01     0.13000000E+02    -0.89952365E-01     0.55614591E+00     0.21084690E-01     0.41574501E-01      99     0.35697378E-01
-0.13000001E+02    -0.56517452E+00     0.43259796E-01     0.13000000E+02    -0.91080628E-01     0.55201691E+00     0.21719040E-01     0.39492212E-01     100     0.30970041E-01
-0.12500001E+02    -0.53708786E+00     0.40768933E-01     0.13000000E+02    -0.92513874E-01     0.54785269E+00     0.22405470E-01     0.36978092E-01     100     0.30970041E-01
-0.12000000E+02    -0.50426787E+00     0.38846835E-01     0.13000000E+02    -0.93637452E-01     0.54280990E+00     0.22951331E-01     0.35032783E-01     101     0.26696393E-01
-0.11500001E+02    -0.47660571E+00     0.36427002E-01     0.13000000E+02    -0.95028572E-01     0.53948832E+00     0.23954228E-01     0.32600854E-01     101     0.26696393E-01
-0.11000001E+02    -0.44620878E+00     0.34335338E-01     0.13000000E+02    -0.96287660E-01     0.53487337E+00     0.24802277E-01     0.30495156E-01     101     0.26696393E-01
-0.10500001E+02    -0.41564995E+00     0.32224916E-01     0.13000000E+02    -0.97587541E-01     0.53110641E+00     0.25375485E-01     0.28370762E-01     102     0.22862220E-01
