  
       RFOIL         Version 3.00
  
 Calculated polar for: FFA-W3-241                      
  
 1  Reynolds number fixed
  
 xtrf =      1.00000000 (suction)     1.00000000 (pressure)
 Rot. Parameters:  f0 =      1.00000000 c/r =      0.00000000
 Mach =      0.00000000     Re =     13.00000000 e 6     Ncrit =      9.00000000
  
             alpha                CL                CD            Re(CL)                CM             S_xtr             P_xtr               CDp            I_stag            X_stag
  ------- -------- --------- --------- -------- ------- ------- -------- 
-0.19500000E+02    -0.10999945E+01     0.10803407E+00     0.13000000E+02     0.10502858E-01     0.10000000E+01     0.19939601E-01     0.10560522E+00      93     0.54379698E-01
-0.18500002E+02    -0.10774925E+01     0.97089887E-01     0.13000000E+02     0.37873215E-02     0.10000000E+01     0.21844154E-01     0.94578050E-01      93     0.54379698E-01
-0.17500000E+02    -0.10554873E+01     0.86735733E-01     0.13000000E+02    -0.16828577E-02     0.84769899E+00     0.23810986E-01     0.83733141E-01      94     0.48688255E-01
-0.17000002E+02    -0.10274842E+01     0.83218537E-01     0.13000000E+02    -0.52647665E-02     0.79365081E+00     0.25121611E-01     0.80057144E-01      95     0.43307927E-01
-0.16500000E+02    -0.10189511E+01     0.77669472E-01     0.13000000E+02    -0.76812906E-02     0.75683618E+00     0.26312267E-01     0.74371733E-01      95     0.43307927E-01
-0.16000002E+02    -0.10074157E+01     0.72635241E-01     0.13000000E+02    -0.98184263E-02     0.72977674E+00     0.27499508E-01     0.69231339E-01      95     0.43307927E-01
-0.15500001E+02    -0.99476802E+00     0.67855917E-01     0.13000000E+02    -0.11823388E-01     0.70055288E+00     0.29123381E-01     0.64338863E-01      96     0.38263757E-01
-0.15000001E+02    -0.98382604E+00     0.62999383E-01     0.13000000E+02    -0.13703070E-01     0.68000126E+00     0.31191774E-01     0.59405919E-01      96     0.38263757E-01
-0.14500000E+02    -0.96872759E+00     0.58645710E-01     0.13000000E+02    -0.15383924E-01     0.65723872E+00     0.32485697E-01     0.54958940E-01      96     0.38263757E-01
-0.14000001E+02    -0.95623744E+00     0.54175030E-01     0.13000000E+02    -0.16979253E-01     0.63739109E+00     0.34645926E-01     0.50411306E-01      97     0.33577733E-01
-0.13500001E+02    -0.94591182E+00     0.49541265E-01     0.13000000E+02    -0.18539134E-01     0.62287569E+00     0.36987953E-01     0.45707263E-01      97     0.33577733E-01
-0.13000001E+02    -0.93329638E+00     0.45388471E-01     0.13000000E+02    -0.19777032E-01     0.60978925E+00     0.40075283E-01     0.41503645E-01      97     0.33577733E-01
-0.12500001E+02    -0.91912061E+00     0.41551236E-01     0.13000000E+02    -0.20827513E-01     0.59468383E+00     0.43712419E-01     0.37608344E-01      98     0.29265584E-01
-0.12000000E+02    -0.90643984E+00     0.37680171E-01     0.13000000E+02    -0.21825455E-01     0.58068460E+00     0.47068495E-01     0.33683285E-01      98     0.29265584E-01
-0.11500001E+02    -0.89773053E+00     0.33662032E-01     0.13000000E+02    -0.22676669E-01     0.57044274E+00     0.51998712E-01     0.29622780E-01      98     0.29265584E-01
-0.11000001E+02    -0.88660163E+00     0.30085022E-01     0.13000000E+02    -0.23329819E-01     0.55929476E+00     0.57185695E-01     0.26006285E-01      99     0.25334336E-01
